"dat$maleBool";"s_fndly";"s_flirt";"s_awk";"s_assert";"o_fndly";"o_flirt";"o_awk";"o_assert";"o_attrct";"o_sincre";"o_intell";"o_funny";"o_ambits";"o_crteos";"sortOf";"kindOf";"iGuess";"iThink";"aLittle";"maybe";"possibly";"probably";"speeddate";"flirt";"event";"dating";"rating";"work";"program";"phd";"research";"professor";"advisor";"finish";"like";"iMean";"youKnow";"uh";"um";"syll_word";"syll_turn";"hedge";"academics";"funct";"pronoun";"ppron";"i";"we";"you";"shehe";"they";"ipron";"article";"verb";"auxverb";"past";"present";"future";"adverb";"preps";"conj";"negate";"quant";"number";"swear";"social";"family";"friend";"humans";"affect";"posemo";"negemo";"anx";"anger";"sad";"cogmech";"insight";"cause";"discrep";"tentat";"certain";"inhib";"incl";"excl";"percept";"see";"hear";"feel";"bio";"body";"health";"sexual";"ingest";"relativ";"motion";"space";"time";"work.1";"achieve";"leisure";"home";"money";"relig";"death";"assent";"nonfl";"filler";"Other.funct";"Other.pronoun";"Other.ppron";"Other.i";"Other.we";"Other.you";"Other.shehe";"Other.they";"Other.ipron";"Other.article";"Other.verb";"Other.auxverb";"Other.past";"Other.present";"Other.future";"Other.adverb";"Other.preps";"Other.conj";"Other.negate";"Other.quant";"Other.number";"Other.swear";"Other.social";"Other.family";"Other.friend";"Other.humans";"Other.affect";"Other.posemo";"Other.negemo";"Other.anx";"Other.anger";"Other.sad";"Other.cogmech";"Other.insight";"Other.cause";"Other.discrep";"Other.tentat";"Other.certain";"Other.inhib";"Other.incl";"Other.excl";"Other.percept";"Other.see";"Other.hear";"Other.feel";"Other.bio";"Other.body";"Other.health";"Other.sexual";"Other.ingest";"Other.relativ";"Other.motion";"Other.space";"Other.time";"Other.work.1";"Other.achieve";"Other.leisure";"Other.home";"Other.money";"Other.relig";"Other.death";"Other.assent";"Other.nonfl";"Other.filler"
"568";0;7;2;4;6;7;2;6;5;7;9;7;4;10;6;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;8;1;10;1;0;1.5379746835443;8.67857142857143;2;3;0;1;1;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;2;0;0;1;0;1;2;0;0;0;0;5;1;0;3;0;0;0;0;1;0;2;0;0;0;2;10;0;0;0;0;2;1;0;0;0;2;1;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;2;0;2;0;0;0;0;1;6;0;0;1;0;0;0;0;0;0;2;0;0;0;2;9;0;0;0;0;1;2;0;0
"569";0;7;4;6;3;7;3;1;9;9;5;8;3;10;8;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;18;1;3;0;0;1.49013157894737;6.20547945205479;5;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;0;5;0;3;1;0;0;0;0;2;0;0;1;0;0;0;0;1;0;6;0;0;0;1;2;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;1;0;2;0;0;1;0;0;0;0;0;2;0;0;2;1;0;0;0;1;0;0;1;0;0;6;0;2;1;0;0;1;1;1;0;0;3;0;1;0;0;0;0;8;0;0;0;0;3;0;0;0;0;0;2;0;0
"570";0;8;5;8;10;10;2;1;6;6;6;8;9;6;7;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;2;0;12;0;2;0;0;1.68327402135231;6.95588235294118;2;7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;3;0;2;1;0;0;0;0;3;1;0;3;0;0;0;0;0;0;3;0;0;0;1;12;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;3;0;0;1;0;0;1;1;0;1;0;0;0;0;7;0;1;1;0;0;1;0;3;1;0;2;0;0;0;0;0;0;10;0;0;0;0;10;0;0;0;0;1;0;0;0
"571";0;9;2;5;6;6;2;7;4;7;6;8;7;9;7;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;4;1;0;1.52697095435685;5.84126984126984;6;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;3;0;0;1;0;1;0;0;1;0;3;0;0;0;1;10;0;0;0;0;1;0;0;0;0;2;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;2;0;0;2;1;0;1;0;0;0;0;3;0;3;2;0;0;0;0;2;0;0;2;0;1;1;0;0;0;5;0;0;0;1;6;0;0;0;0;0;1;0;0
"572";0;6;3;5;3;8;2;7;7;6;6;8;5;9;8;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;9;0;3;0;0;1.48397435897436;5.51190476190476;3;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;1;2;0;0;1;2;0;3;0;0;0;0;0;0;0;2;0;4;1;0;0;0;0;0;0;0;3;0;0;1;0;0;0;4;0;0;0;0;3;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;1;1;0;3;1;0;0;0;1;0;0;2;0;4;0;0;0;1;1;2;0;1;4;0;0;1;0;0;0;2;0;0;0;1;4;0;0;0;0;1;1;0;0
"573";0;8;4;4;5;10;5;2;5;10;6;10;9;7;7;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0;2;2;0;1.70212765957447;4.75247524752475;5;1;0;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;5;0;1;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;5;0;0;0;2;8;0;0;0;0;0;1;0;0;0;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;4;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;4;0;0;0;0;6;0;0;0;0;1;0;0;0
"574";0;8;3;9;5;10;1;3;5;8;10;10;6;5;10;0;3;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;11;0;7;1;0;1.61079545454545;6.16304347826087;6;2;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;2;0;0;0;2;7;0;0;0;0;0;1;0;0;0;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;2;3;0;0;0;0;0;1;0;0
"575";0;7;3;4;4;7;2;3;6;8;7;7;4;7;6;0;1;0;1;0;0;0;0;0;0;0;0;0;2;3;0;1;0;1;0;11;0;2;1;0;1.70731707317073;6.66666666666667;2;7;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;3;0;0;2;0;0;2;0;0;1;0;0;0;0;3;0;2;2;0;0;0;0;2;0;0;3;0;1;0;1;0;0;6;0;0;0;0;12;0;0;0;0;2;0;0;0;0;1;1;1;0;1;3;1;0;1;0;0;0;0;1;1;0;0;5;0;0;3;0;0;2;1;1;0;0;1;0;0;4;1;4;2;0;0;0;1;6;0;0;3;0;0;0;0;1;0;9;0;0;0;1;7;0;0;0;0;2;2;0;0
"576";0;7;5;2;6;7;3;4;5;8;7;5;2;9;7;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;0;4;0;0;1.56015037593985;5.38961038961039;5;1;0;1;1;1;0;2;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;2;1;0;0;1;1;0;0;0;0;0;5;0;1;2;0;0;0;0;2;0;0;3;0;0;0;0;0;0;7;0;0;0;0;5;0;0;0;0;1;1;0;0;0;2;0;0;0;0;4;2;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3;0;0;0;0;0;0;1;5;0;4;1;0;0;0;0;6;0;0;2;0;0;0;0;0;0;6;0;0;0;1;4;0;0;0;0;1;0;0;0
"577";0;6;4;3;5;7;1;9;4;6;8;9;2;4;9;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;0;1;0;13;1;2;1;0;1.62372881355932;7.484375;3;5;1;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;0;0;3;0;1;0;0;0;0;0;2;0;0;3;0;2;0;0;1;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;2;0;1;1;0;0;1;0;0;1;0;3;0;0;2;0;1;0;0;0;0;0;3;0;0;0;0;2;0;0;2;0;4;0;0;0;1;3;0;0;0;1;0;0;0;0
"578";0;8;4;4;5;7;6;5;5;7;10;10;9;7;8;1;2;0;1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;16;2;4;0;0;1.68867924528302;5.42424242424242;7;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;4;0;2;1;0;0;2;0;4;0;0;3;0;0;0;0;0;0;4;0;0;0;3;9;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;2;0;0;4;1;0;0;0;1;0;0;4;0;8;2;0;0;0;0;1;0;1;3;0;0;1;0;0;0;6;0;0;0;0;4;0;1;0;0;2;3;0;0
"580";0;7;6;5;6;7;4;7;6;6;10;10;6;8;9;1;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;5;1;0;0;0;1.90355329949239;11.0294117647059;3;2;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;0;0;3;0;2;0;0;0;0;0;2;0;0;3;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;2;0;0;1;0;1;0;1;2;0;4;0;0;0;1;0;1;0;0;3;0;0;0;1;0;0;4;0;0;0;1;7;0;2;0;0;0;0;0;0
"583";0;6;6;4;6;7;7;5;6;6;9;10;8;9;9;1;0;0;0;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;8;1;0;0;0;1.8436018957346;7.93877551020408;5;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;1;1;0;4;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;1;3;1;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;3;0;1;0;0;2;0;2;4;0;3;0;0;0;0;1;7;1;0;1;0;2;0;0;0;0;4;0;0;0;2;4;0;0;1;0;1;0;0;0
"584";0;7;7;5;7;7;7;5;6;8;9;8;6;8;10;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;1;9;1.48089171974522;7.265625;3;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;6;0;4;0;0;0;2;0;4;0;0;2;0;1;0;0;0;0;6;0;0;0;2;1;1;2;0;0;1;0;0;0;0;1;0;1;0;1;3;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;1;0;0;1;0;0;0;0;2;0;5;0;0;0;1;0;7;2;1;3;0;0;0;0;0;0;4;0;0;0;1;4;0;1;1;0;1;3;0;0
"585";0;6;4;4;5;7;6;4;7;5;9;9;7;9;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1.88636363636364;7.21739130434783;1;2;0;1;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;3;0;5;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;3;0;0;0;1;6;0;1;0;0;2;0;0;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;4;0;4;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;4;0;0;0;1;9;0;0;0;0;3;0;0;0
"586";0;7;4;5;5;7;5;4;8;4;8;8;9;9;10;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;3;0;1;1.67013888888889;8.43859649122807;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;2;1;0;1;0;1;0;0;6;0;4;0;0;0;1;1;1;0;0;2;0;1;0;0;0;0;7;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;8;0;5;0;0;0;0;0;3;0;1;1;0;2;0;0;0;0;8;0;0;0;1;1;0;2;1;0;0;2;0;0
"587";0;6;4;6;6;6;5;7;4;6;8;7;4;5;6;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;5;1;1;2;1.57746478873239;13.0232558139535;1;2;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;2;0;0;2;0;6;0;0;0;0;0;3;0;0;4;0;0;0;0;1;0;2;0;0;0;1;4;0;2;0;0;1;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;11;0;0;0;0;0;1;0;0
"588";0;6;7;8;7;8;7;4;8;9;9;9;8;8;10;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;0;0;1.66883116883117;8.03125;4;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;2;1;0;1;0;1;0;0;3;0;4;1;0;0;0;0;2;0;1;1;0;2;0;0;0;0;4;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;2;2;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;0;6;0;3;0;0;0;0;0;2;0;1;3;0;4;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0
"589";0;7;4;8;5;7;5;6;5;6;10;10;4;8;10;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0;1.60915492957746;10.6279069767442;6;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;1;0;1;1;0;0;0;0;3;0;1;0;0;0;0;0;4;1;0;3;0;1;0;1;0;0;6;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;5;0;5;0;0;0;1;0;2;0;0;3;0;6;0;1;1;0;6;0;0;0;1;4;0;2;0;0;1;1;0;0
"590";0;5;2;3;3;3;2;7;2;1;6;7;6;6;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1.66824644549763;6.4;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;1;2;0;1;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;4;0;0;0;1;0;0;1;0;0;1;0;0;0
"591";0;6;3;5;4;6;3;4;3;2;8;7;3;6;7;1;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;2;0;0;1.55974842767296;6.98591549295775;6;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;4;0;0;0;2;0;3;0;1;4;0;0;0;0;0;0;5;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;2;0;2;0;0;0;0;0;4;1;0;3;0;0;0;0;0;0;2;0;0;0;2;6;0;0;0;0;3;0;0;0
"592";0;7;4;7;6;7;4;6;6;4;8;8;5;7;7;0;1;2;0;0;0;0;0;0;0;0;0;0;2;2;2;0;1;0;0;6;2;1;0;0;1.45578231292517;6.90322580645161;3;7;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0;0;4;0;2;0;0;0;0;0;2;0;1;2;0;0;0;0;0;0;4;0;0;0;1;3;0;0;1;0;1;0;0;0;0;2;0;2;1;1;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;1;2;0;5;0;0;0;0;1;4;0;1;2;0;0;1;0;0;0;3;0;0;0;0;11;0;0;1;0;1;3;0;0
"593";0;7;6;6;8;7;5;6;5;5;8;8;6;7;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;1;0;0;0;1.63503649635036;5.2093023255814;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;4;0;0;0;1;2;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;0;7;0;0;0;0;0;3;1;1;1;0;1;0;0;0;0;2;0;0;0;1;1;0;1;1;0;0;4;0;0
"594";0;8;5;6;7;7;3;7;6;7;8;7;5;6;7;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;2;4;0;0;1.55524861878453;7.31168831168831;5;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;0;0;0;1;0;0;2;0;4;0;0;0;0;0;3;1;1;3;0;0;0;0;1;0;2;0;0;0;1;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;5;0;0;0;1;5;0;0;1;0;1;0;0;0
"595";0;6;5;6;5;7;5;5;6;6;9;9;5;6;9;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;1.84102564102564;6.77358490566038;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;3;0;1;2;0;0;0;0;0;0;2;0;0;0;1;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;2;1;5;1;0;0;0;0;4;0;1;2;0;1;0;0;0;0;2;0;0;0;1;2;0;2;1;0;2;2;0;0
"596";0;5;3;3;6;5;3;7;2;4;4;9;7;5;5;0;1;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;4;1;0;0;1.58378378378378;5.74509803921569;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;0;0;4;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;1;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;4;0;0;3;0;1;1;0;0;0;4;0;0;0;1;4;0;0;0;0;0;0;0;0
"597";0;6;5;6;7;7;5;6;5;5;9;10;4;9;7;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;2;0;1;0;1.65448504983389;6.82191780821918;2;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;2;1;1;0;0;0;0;0;3;0;2;1;0;0;0;0;3;0;0;3;0;1;0;0;0;0;3;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;1;2;0;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;1;0;1;0;0;0;0;0;1;0;1;3;0;0;0;0;3;0;0;3;0;0;1;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0
"599";0;8;6;2;5;7;5;2;5;8;8;8;7;8;8;1;6;0;3;0;0;0;1;0;0;0;0;0;2;2;0;2;0;0;0;3;2;0;13;2;1.53048780487805;5.97619047619048;11;6;0;0;0;1;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;3;0;1;3;0;3;0;0;0;0;0;5;0;0;4;0;0;0;0;0;0;3;0;0;0;1;5;0;0;0;0;1;0;0;0;0;1;0;1;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;3;0;1;0;0;0;1;0;7;0;0;2;0;0;0;1;1;0;3;0;0;0;1;3;0;0;0;0;0;0;0;0
"601";0;7;4;3;5;6;4;3;4;6;6;7;6;6;6;0;4;0;6;0;0;0;3;0;0;0;1;0;0;3;0;0;0;0;0;22;0;2;4;11;1.54505169867061;9.17543859649123;13;3;0;0;2;2;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;5;0;3;0;0;0;0;0;6;2;0;4;0;1;0;0;0;0;5;0;0;0;1;4;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;1;0;0;0;0;1;0;0;2;0;1;1;0;0;0;0;2;0;0;0;0;1;0;0;1;0;2;0;0;0;1;3;0;0;0;0;0;0;0;0
"602";0;8;6;2;5;8;6;2;5;7;7;9;8;8;7;0;3;0;2;0;1;0;0;0;0;0;0;0;1;0;1;2;1;0;0;12;0;0;7;2;1.45853658536585;6.10204081632653;6;5;1;1;0;2;0;0;1;2;0;0;0;0;0;0;1;0;0;0;1;0;0;2;1;0;2;1;0;0;0;1;0;2;3;0;3;1;0;0;0;0;1;0;0;5;0;2;0;1;0;0;4;0;0;0;0;4;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;0;0;0;1;0;0;0;3;0;3;2;0;0;1;1;1;0;0;4;0;1;0;0;0;0;4;0;0;0;0;4;0;0;0;0;2;1;0;0
"603";0;7;5;2;6;7;4;2;4;7;6;7;6;6;6;0;3;0;1;1;0;0;0;0;0;0;0;0;2;3;1;1;0;0;0;18;3;2;6;6;1.51456310679612;7.86554621848739;5;7;0;0;1;2;0;2;2;1;0;1;0;0;0;0;1;0;0;0;5;0;0;1;1;0;4;0;1;2;0;0;0;1;5;0;6;0;0;0;0;1;7;0;1;4;0;0;0;0;0;0;10;0;0;0;2;5;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;3;0;0;0;0;1;3;2;1;0;0;0;0;0;0;0;3;0;0;0;1;2;0;0;1;0;0;1;0;0
"604";0;8;6;3;6;8;6;2;5;7;7;9;8;8;7;0;3;0;1;0;0;0;0;0;0;0;0;0;1;3;0;2;0;0;0;16;2;1;15;7;1.51675485008818;7.74774774774775;4;6;1;1;1;3;1;1;3;2;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;4;1;1;0;0;2;0;1;7;0;4;1;0;0;1;0;5;0;0;6;0;1;1;0;1;0;8;0;0;0;2;12;0;0;0;0;3;0;0;0;1;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;1;0;0;5;1;1;0;0;0;0;0;4;1;0;3;0;0;0;0;1;0;6;0;0;0;1;1;0;0;0;0;0;0;0;0
"605";0;7;5;3;5;7;5;2;5;7;7;9;7;8;7;0;5;0;4;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;11;0;0;11;3;1.50793650793651;11.4;9;5;0;0;1;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;2;1;1;0;0;1;0;1;3;0;6;1;0;0;0;0;4;0;1;0;0;0;0;0;0;0;4;0;0;0;2;9;0;1;0;0;3;3;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;2;0;3;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;1;0;0
"606";0;7;5;3;5;7;4;2;5;8;7;7;6;7;6;0;2;1;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;1;1;11;3;1.58892617449664;6.31333333333333;9;1;0;1;0;1;0;0;5;0;0;1;0;0;1;0;0;0;0;0;2;0;2;1;0;0;7;0;0;0;0;2;0;1;8;0;7;1;0;0;0;0;11;1;0;3;0;0;0;0;0;0;10;0;0;0;3;11;0;0;0;0;5;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;1;0;2;0;1;0;0;0;0;5;0;0;0;1;5;0;0;0;0;1;0;0;0
"607";0;8;7;3;6;8;7;2;6;7;8;8;7;8;7;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;0;1;0;0;0;29;1;4;2;2;1.50925925925926;8.21848739495798;1;6;1;0;3;5;0;2;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2;0;3;0;0;1;0;0;4;0;4;1;0;0;0;0;9;4;1;7;0;0;1;0;0;0;5;0;0;0;1;6;0;0;0;0;2;2;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;7;0;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;7;0;0;0;0;6;0;0;0;0;2;1;0;0
"608";0;7;7;3;6;8;7;3;7;7;7;9;8;8;7;0;1;1;1;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;17;0;1;7;5;1.52782193958665;8.65765765765766;4;4;1;1;1;3;0;1;1;1;0;1;0;0;0;0;1;0;0;0;4;0;0;4;0;0;2;1;1;1;0;1;0;1;6;0;3;2;0;1;1;0;3;0;0;3;0;1;1;0;0;0;10;0;0;0;0;5;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;4;0;0;0;0;2;0;0;0;0;1;0;0;0
