selfid,otherid,Order,Audio,met,willng,timemtch,s_fndly,s_flirt,s_awk,s_assert,o_fndly,o_flirt,o_awk,o_assert,o_attrct,o_sincre,o_intell,o_funny,o_ambits,o_crteos,enjoy,shared,clicked
337,307,11,1,1,0,3,10,2,2,6,9,2,2,7,7,7,8,7,10,8,7,4,4
337,308,10,1,1,1,3,10,3,1,7,10,4,1,7,8,9,9,9,9,9,9,6,8
337,309,9,1,1,0,1,10,2,2,6,9,1,4,4,4,8,8,4,8,8,6,4,4
337,310,8,1,1,0,2,10,2,1,6,10,3,1,7,6,9,9,9,8,8,8,5,5
337,311,7,1,1,1,3,10,2,2,6,10,1,3,5,7,9,8,7,9,9,7,5,5
337,312,6,1,1,1,5,10,2,2,6,10,5,2,6,8,8,8,9,8,8,9,5,6
337,313,5,1,1,1,5,10,3,1,5,10,3,1,6,8,9,8,9,9,8,9,5,7
337,314,4,1,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
337,315,3,1,1,0,5,10,2,2,6,10,3,2,6,7,9,8,8,7,8,8,3,5
337,316,2,1,1,0,6,10,3,3,6,10,3,2,6,9,9,9,9,8,9,9,2,6
337,317,1,1,1,0,5,10,3,3,5,10,3,2,8,8,8,8,8,7,8,9,5,6
337,318,18,1,1,0,2,10,1,2,6,9,1,4,5,5,8,8,5,9,8,4,4,4
