selfid,otherid,Order,Audio,met,willng,timemtch,s_fndly,s_flirt,s_awk,s_assert,o_fndly,o_flirt,o_awk,o_assert,o_attrct,o_sincre,o_intell,o_funny,o_ambits,o_crteos,enjoy,shared,clicked
116,125,9,1,2,0,3,4,3,8,6,4,3,5,4,4,7,6,4,6,4,5,4,5
116,126,10,1,1,0,2,2,1,9,2,2,1,8,5,2,1,5,1,5,2,2,1,2
116,127,11,1,1,0,2,2,3,7,8,4,3,7,5,2,7,4,3,5,6,4,5,3
116,128,12,1,1,0,2,2,3,9,7,3,4,8,4,3,3,4,4,6,5,4,5,5
116,129,13,1,1,0,1,4,3,9,2,5,2,7,8,4,5,4,6,5,5,6,6,7
116,130,14,1,1,0,1,2,2,1,2,2,1,6,3,5,4,5,6,4,5,5,4,5
116,131,15,1,1,1,2,3,3,8,3,7,6,2,8,8,7,7,7,7,7,7,7,7
116,132,16,1,1,1,2,3,2,7,4,6,8,6,7,3,3,4,6,7,7,7,4,7
116,133,17,1,2,0,2,2,2,9,5,1,1,10,3,2,3,8,1,8,2,1,2,1
116,134,18,1,1,0,2,3,2,8,5,3,2,10,3,4,3,6,5,5,6,2,9,8
116,135,19,1,1,0,2,6,4,5,6,7,3,4,4,1,7,6,5,6,5,4,4,3
116,136,1,1,1,1,2,4,2,7,4,4,3,3,4,8,7,8,4,9,8,7,9,4
116,137,2,1,1,0,2,6,3,8,4,8,3,3,6,4,8,8,9,8,9,8,8,8
116,138,3,1,1,0,2,5,2,7,6,2,1,8,4,2,5,8,1,5,5,3,5,3
116,139,4,1,1,1,2,5,3,7,5,7,5,7,5,5,6,5,6,6,8,8,7,8
117,121,4,1,1,1,2,9,4,2,6,9,4,2,8,9,9,9,7,7,9,9,7,8
117,122,5,1,1,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117,123,6,1,1,1,2,9,6,2,6,9,5,2,5,9,.,.,.,.,.,.,.,.
117,124,7,1,1,1,3,7,2,3,5,7,2,3,5,8,8,9,5,8,9,7,9,7
117,125,8,1,1,1,5,7,2,4,5,7,2,4,6,.,.,.,.,.,.,.,.,.
117,126,9,1,1,0,2,8,2,2,5,9,3,2,6,4,8,8,7,9,.,.,.,.
117,127,10,1,1,0,3,8,2,3,8,7,2,4,3,5,8,8,4,7,9,7,5,4
117,128,11,1,1,1,2,8,3,2,6,8,3,2,5,9,8,9,6,9,9,8,.,.
117,129,12,1,1,1,1,8,4,2,6,9,5,2,6,9,.,.,.,.,.,.,.,.
117,130,13,1,1,0,2,8,2,3,6,7,3,.,.,.,.,.,.,.,.,.,.,.
117,131,14,1,1,0,3,6,2,3,6,.,.,.,.,.,.,.,.,.,.,.,.,.
117,132,15,1,1,1,1,8,4,3,5,9,8,2,9,9,8,8,8,.,.,.,.,.
117,133,16,1,1,1,3,8,3,3,7,.,.,.,.,.,.,.,.,.,.,.,.,.
117,134,17,1,1,1,.,.,.,.,.,7,3,.,.,.,.,.,.,.,.,.,.,.
117,135,18,1,1,0,1,9,2,2,6,9,2,2,6,4,9,9,6,7,9,7,7,6
117,136,19,1,1,1,3,8,2,3,5,8,.,.,.,9,8,9,5,8,9,8,8,6
117,137,1,1,1,0,4,8,2,4,6,10,4,4,6,6,7,8,6,8,9,6,8,4
117,138,2,1,1,0,2,7,3,5,5,5,2,7,4,5,6,7,2,8,8,3,3,1
117,139,3,1,1,1,2,8,4,2,6,9,5,2,6,9,9,9,8,7,9,9,6,7
118,121,3,1,1,0,3,8,2,3,2,8,2,2,7,5,6,5,4,4,5,7,7,5
118,122,4,1,1,1,6,8,2,3,5,8,2,2,5,7,6,5,5,4,5,6,6,5
118,123,5,1,1,0,2,7,2,4,5,8,2,2,5,6,6,5,4,3,5,6,5,4
118,124,6,1,1,1,2,8,2,4,4,9,3,2,4,9,8,7,5,5,7,8,7,7
118,125,7,1,1,0,2,7,2,2,5,8,2,2,5,6,7,5,5,4,6,6,5,4
118,126,8,1,3,.,.,8,2,2,2,8,2,2,2,5,7,8,8,5,5,10,7,5
118,127,9,1,1,0,2,8,2,2,5,8,2,3,3,5,6,5,4,5,6,5,4,5
118,128,10,1,1,0,2,8,2,2,5,8,2,3,4,6,6,5,3,4,5,5,5,4
118,129,11,1,1,1,3,8,2,2,5,9,2,1,6,6,6,5,6,5,6,9,5,5
118,130,12,1,1,0,2,8,2,2,5,7,2,2,5,5,6,4,3,4,6,5,5,4
118,131,13,1,1,1,2,9,4,2,4,9,4,2,4,8,5,5,8,5,6,10,6,6
118,132,14,1,1,0,2,8,2,2,5,8,2,2,5,6,6,5,4,3,5,7,5,5
118,133,15,1,1,0,4,8,2,2,5,8,2,2,5,6,6,5,4,3,5,5,5,4
118,134,16,1,1,0,3,8,2,2,5,8,2,2,5,8,5,5,4,4,5,6,4,4
118,135,17,1,1,0,2,8,2,2,5,8,2,2,5,4,6,5,5,4,6,5,4,4
118,136,18,1,1,0,4,8,2,2,5,8,2,2,5,7,6,4,4,4,6,6,5,4
118,137,19,1,1,1,3,8,2,2,5,8,2,2,5,6,6,5,4,4,5,6,5,5
118,138,1,1,1,0,2,8,2,7,5,8,2,3,5,6,6,7,4,5,6,6,6,4
118,139,2,1,1,1,3,8,2,3,4,9,2,2,4,6,8,6,6,5,6,7,5,5
119,121,17,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119,122,18,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119,123,19,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119,124,1,1,1,1,3,10,7,5,5,10,7,.,.,9,9,8,5,8,.,9,9,7
119,125,2,1,1,.,4,10,7,6,5,10,5,6,5,8,9,5,5,5,10,7,7,3
119,126,3,1,1,0,3,10,5,6,5,10,5,6,5,6,9,9,5,9,9,8,6,4
119,127,4,1,1,0,3,10,7,7,7,10,4,4,5,5,9,9,6,9,9,7,5,4
119,128,5,1,1,1,2,10,7,3,6,10,4,4,5,8,9,9,4,9,9,8,6,4
119,129,6,1,.,1,3,10,7,6,6,10,5,4,5,8,9,8,7,7,7,8,8,6
119,130,7,1,2,0,3,10,5,5,5,5,5,5,5,7,8,8,8,8,8,6,6,3
119,131,8,1,.,1,3,10,6,4,5,10,6,4,6,9,9,.,.,.,.,.,.,.
119,132,9,1,1,1,5,10,7,3,6,10,6,3,4,9,9,9,5,9,9,.,.,.
119,133,10,1,.,0,4,10,6,4,5,10,5,6,6,9,9,9,8,9,9,7,.,4
119,134,11,1,1,0,3,10,5,4,4,10,5,5,5,8,8,9,5,7,7,.,.,.
119,135,12,1,1,0,4,10,7,4,5,10,5,5,5,5,9,9,8,8,9,6,5,4
119,136,13,1,1,1,4,10,7,4,4,10,5,4,4,8,9,9,5,9,9,8,8,7
119,137,14,1,1,1,3,10,7,4,4,10,7,3,4,7,9,9,9,9,9,8,5,7
119,138,15,1,1,0,3,10,6,5,5,10,5,5,5,7,8,8,7,7,9,6,4,3
119,139,16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121,101,1,1,1,0,3,7,5,7,4,7,5,4,4,7,7,7,5,7,7,5,.,.
121,102,19,1,3,1,.,7,5,3,4,7,5,3,4,.,.,.,.,.,.,.,.,.
121,103,18,1,4,0,3,7,5,4,5,7,5,3,5,6,7,6,6,6,7,6,5,5
121,104,17,1,1,0,2,6,5,5,5,6,4,4,4,5,5,5,6,6,5,6,5,4
121,105,16,1,1,0,2,6,4,3,5,7,5,4,6,5,7,7,6,6,7,6,5,5
121,106,15,1,2,0,3,6,5,4,5,6,5,4,6,7,5,6,5,5,6,6,6,6
121,107,14,1,2,0,3,6,5,4,5,7,6,4,6,6,7,5,7,6,7,6,5,5
121,108,13,1,2,0,2,7,5,4,6,7,5,4,5,5,7,6,6,6,6,6,5,5
121,109,12,1,1,1,3,7,5,4,5,7,5,4,6,6,8,7,6,7,8,5,5,5
121,110,11,1,1,1,3,7,5,4,5,7,6,4,6,7,6,6,6,6,7,6,6,6
121,111,10,1,1,0,3,7,5,3,5,8,5,3,5,5,7,6,7,6,7,7,6,5
121,112,9,1,1,0,3,7,5,4,7,7,4,4,4,5,5,6,6,6,7,5,.,.
121,113,8,1,1,0,2,7,5,4,5,7,5,4,5,5,7,7,6,6,7,5,5,5
121,114,7,1,1,0,3,6,5,4,5,7,5,4,6,6,7,7,6,7,7,6,6,6
121,115,6,1,1,0,3,7,5,3,5,7,6,3,5,6,7,7,6,7,7,6,6,6
121,116,5,1,1,0,3,6,4,5,5,7,4,4,5,7,5,5,6,5,7,6,6,5
121,117,4,1,1,1,3,7,6,4,5,7,6,4,6,6,7,7,6,6,7,7,6,6
121,118,3,1,1,0,2,7,4,3,7,7,4,4,5,5,7,7,6,7,8,6,5,6
121,119,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
122,101,2,1,1,0,5,5,8,8,5,4,4,4,4,10,5,8,4,6,4,4,5,4
122,102,1,1,1,0,5,5,2,3,7,5,2,4,4,3,8,6,4,4,7,5,4,3
122,103,19,1,1,0,5,7,2,2,4,10,2,2,10,6,7,8,4,8,6,6,5,4
122,104,18,1,1,0,6,8,2,2,5,8,2,2,5,6,8,5,7,5,7,5,4,4
122,105,17,1,1,1,5,9,3,3,7,10,6,6,10,8,6,6,10,7,6,9,8,6
122,106,16,1,3,0,1,10,2,2,6,10,2,2,6,8,8,8,8,8,8,5,5,5
122,107,15,1,1,0,6,9,4,3,7,9,3,2,9,7,7,7,7,7,7,8,8,7
122,108,14,1,1,0,3,5,2,2,5,5,2,2,3,4,6,6,5,6,6,5,3,4
122,109,13,1,1,0,5,6,2,3,4,7,4,3,7,4,8,7,6,5,7,5,3,5
122,110,12,1,1,1,6,7,3,3,7,9,5,3,8,7,7,7,6,8,8,8,9,8
122,111,11,1,1,0,5,9,5,3,8,9,7,4,9,4,9,8,9,8,8,7,4,5
122,112,10,1,1,0,3,7,2,2,5,9,3,3,9,4,9,8,9,6,8,8,3,5
122,113,9,1,1,0,3,7,3,3,6,8,3,3,8,3,7,7,3,5,7,5,2,3
122,114,8,1,1,0,5,8,5,3,8,8,5,3,8,7,9,9,9,8,7,7,5,6
122,115,7,1,1,1,6,7,5,3,6,7,6,3,6,9,8,7,5,6,8,8,6,6
122,116,6,1,2,0,5,8,3,3,7,8,4,4,7,6,6,6,5,5,4,7,7,7
122,117,5,1,1,0,5,8,6,3,8,9,5,4,9,8,8,8,7,8,8,8,3,6
122,118,4,1,1,0,6,6,3,3,8,7,3,4,6,3,6,6,5,4,6,5,4,4
122,119,3,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
123,101,3,1,1,0,2,6,1,8,5,6,1,7,3,6,7,6,1,1,7,2,1,1
123,102,2,1,1,1,3,7,5,3,8,8,5,2,7,7,8,8,6,5,9,9,10,9
123,103,1,1,1,1,3,6,4,4,7,7,4,4,8,8,7,7,5,7,7,7,5,6
123,104,19,1,1,0,1,6,1,4,3,3,1,4,1,6,4,5,1,5,2,2,1,2
123,105,18,1,1,1,3,8,3,1,6,8,4,1,6,7,7,7,8,6,8,8,5,8
123,106,17,1,1,0,4,8,2,2,6,7,2,3,8,6,6,6,2,5,6,5,3,4
123,107,16,1,1,0,4,8,2,2,7,8,2,1,7,6,7,7,2,7,8,7,2,5
123,108,15,1,1,0,5,8,2,1,5,9,2,2,5,5,8,8,2,5,8,6,2,3
123,109,14,1,1,0,3,5,1,1,3,6,1,3,4,6,5,6,2,2,4,4,1,2
123,110,13,1,2,1,6,8,4,1,6,8,3,1,8,6,7,7,5,7,7,8,5,7
123,111,12,1,2,0,6,7,1,1,6,8,1,2,5,5,7,7,4,7,8,7,6,5
123,112,11,1,.,0,3,7,1,3,5,8,2,4,5,3,6,6,1,8,10,4,5,3
123,113,10,1,1,0,3,7,1,4,2,7,3,4,3,4,5,6,1,8,6,6,2,4
123,114,9,1,1,0,4,8,2,2,6,9,2,2,6,6,7,8,8,6,8,8,6,5
123,115,8,1,1,1,4,8,3,1,6,9,4,1,7,7,8,8,3,7,9,7,3,7
123,116,7,1,1,0,6,8,1,4,6,8,1,3,9,6,6,7,4,9,8,7,7,6
123,117,6,1,1,1,4,7,3,2,5,8,3,2,8,7,8,8,5,7,8,7,8,6
123,118,5,1,1,0,3,8,3,2,6,9,2,2,8,5,9,8,2,3,8,6,2,4
123,119,4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124,101,4,1,1,1,6,8,4,1,8,7,4,4,4,7,7,7,7,7,7,7,7,3
124,102,3,1,1,0,2,9,4,4,4,9,4,4,6,5,9,9,5,7,8,8,5,3
124,103,2,1,1,1,3,9,8,7,8,9,6,2,9,9,7,7,4,9,9,9,5,7
124,104,1,1,1,0,2,8,5,5,8,8,7,9,4,5,8,7,5,4,8,5,7,4
124,105,19,1,1,0,2,7,2,1,4,7,4,3,6,3,6,4,3,5,6,3,2,1
124,106,18,1,1,0,6,8,4,1,4,8,3,2,5,7,7,5,3,5,7,3,3,3
124,107,17,1,1,0,1,7,1,1,3,7,1,1,3,1,7,5,2,4,7,3,1,1
124,108,16,1,1,0,1,8,1,1,5,8,1,1,6,1,7,5,5,5,7,5,1,1
124,109,15,1,1,0,1,7,1,1,3,7,2,5,5,2,5,3,2,5,8,3,3,1
124,110,14,1,.,1,6,9,7,1,6,9,10,4,1,8,8,7,6,7,7,8,8,7
124,111,13,1,1,0,2,9,1,1,3,9,3,1,8,2,6,6,3,6,9,3,3,1
124,112,12,1,1,0,1,7,1,1,3,7,1,1,4,1,6,3,1,3,6,2,3,1
124,113,11,1,1,0,1,7,1,1,3,7,1,1,4,2,7,4,1,4,7,3,1,1
124,114,10,1,1,0,3,7,1,1,4,7,2,6,2,4,7,5,3,3,7,3,3,3
124,115,9,1,1,0,2,9,2,2,6,9,3,2,7,4,8,7,4,6,6,5,5,3
124,116,8,1,1,0,2,8,2,1,4,7,2,7,7,7,5,5,3,7,3,5,3,3
124,117,7,1,1,1,3,9,3,2,7,9,3,2,7,7,9,9,4,9,9,8,8,7
124,118,6,1,1,0,1,9,2,1,6,7,2,2,4,4,7,7,3,3,6,4,3,2
124,119,5,1,1,0,3,9,3,2,8,9,3,2,6,5,9,8,5,5,5,6,8,3
125,101,5,1,1,0,2,7,4,8,5,6,4,7,5,6,6,7,4,6,7,2,4,3
125,102,4,1,2,1,4,5,3,5,4,6,2,4,3,7,7,8,5,8,9,6,7,4
125,103,3,1,1,0,4,7,6,4,7,7,6,1,9,6,5,5,4,7,7,6,2,4
125,104,2,1,1,0,2,7,4,6,5,6,5,8,4,5,6,4,2,2,7,4,2,2
125,105,1,1,1,1,5,8,6,6,7,9,5,5,6,8,8,8,7,6,8,7,5,6
125,106,19,1,1,1,5,6,7,4,5,7,4,4,5,6,7,7,4,6,7,5,4,5
125,107,18,1,1,1,4,7,6,4,6,7,4,3,6,5,7,8,6,6,8,5,7,5
125,108,17,1,1,0,3,6,3,5,4,7,6,7,6,2,7,5,3,5,7,2,2,2
125,109,16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
125,110,15,1,1,1,3,7,6,4,6,8,6,2,8,9,6,7,6,8,8,7,5,5
125,111,14,1,1,1,4,7,6,4,6,8,5,2,6,6,8,8,7,5,7,7,6,6
125,112,13,1,1,0,1,7,1,3,6,6,1,10,2,1,7,5,1,4,5,1,1,1
125,113,12,1,1,1,5,7,6,3,6,7,6,3,6,5,7,7,7,7,8,6,4,4
125,114,11,1,1,0,4,6,5,8,5,6,3,4,4,6,6,7,4,5,6,3,4,2
125,115,10,1,1,1,4,5,4,5,5,7,3,5,5,6,8,7,5,6,9,6,6,4
125,116,9,1,1,0,2,7,6,6,6,7,5,8,5,7,7,7,4,5,6,3,3,4
125,117,8,1,1,1,5,6,5,5,6,7,5,6,4,6,8,8,4,7,9,6,8,5
125,118,7,1,1,0,2,6,4,6,5,5,2,7,3,4,6,5,2,3,4,3,4,2
125,119,6,1,1,1,5,8,7,6,7,7,7,8,7,6,8,8,7,6,9,6,4,5
126,101,6,1,1,1,5,8,4,5,7,8,3,3,4,7,6,6,6,6,6,5,5,5
126,102,5,1,1,1,4,7,5,3,8,9,4,3,6,8,9,9,8,9,10,8,6,7
126,103,4,1,1,1,3,10,8,3,7,10,5,2,9,9,9,9,8,8,10,9,8,8
126,104,3,1,1,1,4,7,6,5,8,8,3,4,5,5,6,7,6,7,6,6,6,6
126,105,2,1,3,1,1,10,8,3,6,10,6,2,6,9,10,9,9,9,10,10,10,10
126,106,1,1,1,1,3,10,7,3,8,9,4,3,4,9,9,9,7,8,9,8,8,7
126,107,19,1,1,1,5,7,3,3,7,7,3,3,4,7,8,8,6,6,9,7,6,6
126,108,18,1,2,1,4,8,4,3,7,8,4,3,6,5,6,9,5,9,8,7,8,7
126,109,17,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126,110,16,1,1,1,3,7,7,3,7,7,5,4,4,8,9,8,8,7,9,9,8,8
126,111,15,1,1,1,5,8,6,3,7,8,5,3,5,5,7,7,6,6,9,5,5,5
126,112,14,1,1,.,3,8,3,4,6,8,3,4,4,5,8,7,5,7,9,5,4,4
126,113,13,1,1,1,5,7,4,3,6,8,3,4,5,6,7,9,6,8,9,5,9,6
126,114,12,1,1,1,5,7,6,5,6,9,5,6,7,7,7,7,5,8,8,5,4,4
126,115,11,1,.,1,3,8,8,3,7,9,8,2,6,7,9,8,8,8,10,7,7,7
126,116,10,1,1,1,5,8,6,3,7,9,6,4,5,8,9,8,8,8,10,7,5,6
126,117,9,1,1,1,4,8,6,2,7,9,5,2,7,8,8,8,8,7,9,7,6,6
126,118,8,1,3,1,1,10,9,2,7,10,6,1,6,7,8,8,10,9,9,9,8,8
126,119,7,1,1,1,5,9,5,3,5,9,4,2,4,6,9,9,7,8,9,7,7,7
127,101,7,1,1,1,3,10,1,1,1,10,1,1,1,8,8,8,7,6,7,9,9,8
127,102,6,1,1,1,2,10,1,1,1,10,1,1,1,9,9,9,8,7,9,9,7,8
127,103,5,1,1,0,1,9,1,3,1,10,1,1,1,7,5,7,4,9,6,6,4,2
127,104,4,1,1,0,2,10,1,2,1,10,1,2,1,6,7,7,6,6,7,7,5,5
127,105,3,1,1,1,1,10,2,1,1,10,1,1,1,9,9,9,10,9,9,10,7,8
127,106,2,1,1,0,1,10,1,1,1,10,1,1,1,6,7,7,5,6,7,7,6,5
127,107,1,1,1,0,1,10,1,1,1,10,1,1,1,7,8,8,9,8,9,9,8,8
127,108,19,1,1,0,1,10,1,1,1,10,1,1,1,5,6,5,5,6,7,5,4,3
127,109,18,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127,110,17,1,1,0,2,10,1,3,1,10,1,1,1,6,5,7,4,4,6,5,5,5
127,111,16,1,1,0,1,10,1,1,1,10,1,1,1,6,7,7,6,7,8,6,4,5
127,112,15,1,1,0,1,10,1,1,1,10,1,1,1,4,6,7,9,7,8,6,3,4
127,113,14,1,1,0,1,10,1,1,1,10,1,1,1,6,7,7,6,6,7,6,4,4
127,114,13,1,1,1,1,10,1,1,1,10,1,1,1,9,9,8,9,9,9,8,5,7
127,115,12,1,1,0,2,10,1,1,1,10,1,2,1,8,9,7,7,7,8,7,3,4
127,116,11,1,1,0,1,10,1,1,1,9,1,3,1,5,7,7,3,6,7,6,3,4
127,117,10,1,1,0,1,10,1,1,1,10,1,1,1,8,8,8,5,7,8,6,4,4
127,118,9,1,1,0,1,10,1,1,1,9,1,4,1,4,5,5,4,3,5,5,4,4
127,119,8,1,1,0,1,10,1,1,1,10,1,1,1,7,8,8,8,7,8,7,5,6
128,101,8,1,1,0,3,8,5,7,5,8,4,8,5,8,5,6,5,5,6,4,5,2
128,102,7,1,2,1,3,9,5,3,8,8,4,3,8,8,8,8,6,8,8,7,4,6
128,103,6,1,1,0,2,9,4,4,8,9,4,3,10,7,4,6,4,10,10,5,3,3
128,104,5,1,1,1,3,9,7,3,6,9,7,3,6,8,4,8,7,4,6,8,4,5
128,105,4,1,1,1,2,10,6,1,7,10,5,1,10,9,9,9,9,5,9,8,6,7
128,106,3,1,.,0,2,9,3,7,7,9,2,8,4,8,7,7,3,6,6,4,4,4
128,107,2,1,1,1,6,10,5,3,8,9,4,3,7,7,9,9,5,9,9,7,4,5
128,108,1,1,1,0,2,9,5,4,5,10,4,3,7,3,9,9,7,5,9,5,2,3
128,109,19,0,.,0,2,9,3,7,7,9,2,8,4,8,7,7,3,6,6,4,4,4
128,110,18,1,1,0,2,9,3,4,5,9,5,.,.,7,5,7,5,7,8,4,4,4
128,111,17,1,1,0,2,9,3,3,6,9,3,3,6,4,8,8,4,8,8,6,4,4
128,112,16,1,1,0,2,9,4,6,8,9,3,5,5,5,7,7,2,6,7,3,3,3
128,113,15,1,1,0,2,9,4,3,6,9,3,4,6,5,6,8,4,8,8,4,4,4
128,114,14,1,1,0,2,8,2,4,5,9,3,3,3,5,8,6,4,7,8,5,4,3
128,115,13,1,1,0,3,8,7,3,6,8,5,3,6,7,7,7,5,5,9,4,4,3
128,116,12,1,1,0,2,9,3,3,7,9,3,3,5,8,5,5,5,5,7,4,5,3
128,117,11,1,1,0,6,10,4,1,5,10,5,1,5,6,6,8,5,9,9,7,7,6
128,118,10,1,1,0,2,8,1,4,7,8,3,3,8,4,6,8,4,4,4,3,3,3
128,119,9,1,1,1,3,9,4,5,8,9,4,5,6,7,7,9,5,4,8,6,5,3
129,101,9,1,1,0,2,8,6,4,4,8,2,5,4,8,6,8,5,7,7,2,3,2
129,102,8,1,2,1,2,9,7,2,3,9,7,2,3,7,7,8,7,8,9,8,6,6
129,103,7,1,2,1,2,9,7,1,3,9,6,1,3,8,8,8,7,7,8,8,7,7
129,104,6,1,1,0,2,9,6,2,9,7,2,2,2,7,6,6,3,4,7,2,2,2
129,105,5,1,1,1,4,9,7,2,2,9,6,2,2,7,7,9,6,9,9,7,5,4
129,106,4,1,.,0,3,9,4,2,5,9,3,3,4,7,8,9,6,7,7,3,3,3
129,107,3,1,1,0,2,9,3,3,8,9,3,5,3,5,7,8,5,8,8,2,2,3
129,108,2,1,1,0,2,9,2,3,4,9,2,3,3,4,8,9,5,9,9,6,2,2
129,109,1,1,1,0,2,10,3,3,9,10,3,3,3,6,9,9,5,9,9,6,2,2
129,110,19,1,1,1,2,9,9,2,3,9,8,2,5,8,8,8,7,8,8,7,7,7
129,111,18,1,1,0,2,9,6,2,3,9,2,2,4,5,7,8,7,7,8,5,3,5
129,112,17,1,1,0,2,9,3,3,4,9,2,2,4,5,7,8,7,8,8,4,4,4
129,113,16,1,1,0,2,9,5,2,4,9,3,2,2,4,7,8,4,8,8,3,3,4
129,114,15,1,.,1,4,9,8,2,2,9,7,2,4,8,8,9,7,9,9,7,5,7
129,115,14,1,1,1,4,9,8,2,2,9,8,2,4,7,7,8,8,9,9,8,7,7
129,116,13,1,1,1,5,9,7,2,3,9,6,3,4,9,8,8,3,8,8,5,3,5
129,117,12,1,1,1,2,9,8,2,4,9,8,2,6,8,8,8,8,8,8,7,7,7
129,118,11,1,1,0,2,9,4,2,5,9,2,7,3,4,5,7,7,6,6,3,3,2
129,119,10,1,.,1,3,9,7,2,2,9,6,2,4,7,7,8,6,8,8,6,6,6
130,101,10,1,1,1,3,7,1,6,1,5,1,4,5,6,4,5,1,7,3,1,1,1
130,102,9,1,2,1,4,9,.,2,.,10,1,2,4,.,.,.,.,.,.,5,.,.
130,103,8,1,1,1,4,9,2,1,.,8,1,1,8,2,5,8,1,9,10,7,2,6
130,104,7,1,1,0,2,8,.,7,.,4,.,1,.,1,5,9,1,10,5,1,1,1
130,105,6,1,1,0,2,8,.,5,.,10,.,.,.,1,7,5,4,4,7,1,5,1
130,106,5,1,1,1,2,8,.,3,.,7,.,2,.,1,6,5,1,5,7,3,3,2
130,107,4,1,1,0,2,7,.,5,.,6,.,6,.,1,5,7,1,6,6,1,1,1
130,108,3,1,1,0,2,9,.,2,.,8,.,1,.,1,8,6,3,5,7,3,1,1
130,109,2,1,1,0,2,6,.,5,.,7,.,6,.,1,7,6,1,4,5,2,1,1
130,110,1,1,1,1,2,6,.,5,.,10,.,.,.,5,5,8,3,9,7,7,3,4
130,111,19,1,.,1,3,10,1,1,1,10,1,1,1,1,5,10,2,8,8,9,.,.
130,112,18,1,.,0,1,9,1,1,1,3,1,10,8,1,1,4,1,6,1,1,1,1
130,113,17,1,2,0,2,9,1,1,1,9,1,1,1,1,6,5,1,2,5,1,1,1
130,114,16,1,1,1,5,9,1,1,1,8,1,1,1,1,6,9,5,7,6,7,7,5
130,115,15,1,.,1,4,10,1,1,1,8,1,1,1,1,7,8,1,6,9,7,5,2
130,116,14,1,1,0,6,8,1,5,5,7,1,1,8,1,3,4,.,.,.,2,1,1
130,117,13,1,1,1,3,10,2,1,2,9,1,1,1,4,7,6,3,4,9,7,7,4
130,118,12,1,1,0,3,10,1,1,1,7,1,7,1,1,8,.,.,.,.,.,.,.
130,119,11,1,.,1,2,9,1,1,1,10,1,3,1,1,8,6,1,5,9,2,1,1
131,101,11,1,1,0,1,7,4,6,5,3,3,5,5,7,5,7,4,7,5,4,4,3
131,102,10,1,1,1,3,7,6,6,6,8,4,4,7,6,9,9,5,8,10,6,5,7
131,103,9,1,1,0,1,6,5,5,6,6,4,9,6,4,1,7,2,10,7,3,5,4
131,104,8,1,1,1,2,6,5,6,5,6,5,7,5,7,8,9,7,8,8,5,4,5
131,105,7,1,1,0,2,7,7,5,6,9,7,4,8,5,8,8,9,7,8,5,4,5
131,106,6,1,1,0,1,7,4,4,7,6,3,8,4,6,6,7,3,7,7,5,4,3
131,107,5,1,1,0,1,9,6,3,7,8,4,3,8,4,8,9,5,9,10,6,4,6
131,108,4,1,1,0,1,9,6,2,8,10,6,3,8,3,10,10,6,10,10,6,4,6
131,109,3,1,1,0,1,9,4,5,8,6,2,9,2,4,7,8,2,8,8,4,5,2
131,110,2,1,1,1,1,9,5,3,8,9,4,7,6,5,8,8,4,10,10,7,8,5
131,111,1,1,3,1,1,8,3,7,8,10,3,8,7,3,10,10,3,10,10,8,5,6
131,112,19,1,1,1,1,7,5,4,6,8,6,3,7,4,8,8,9,7,7,7,6,6
131,113,18,1,1,0,1,7,5,5,7,6,5,7,4,4,8,8,5,7,8,5,6,4
131,114,17,1,1,0,1,8,6,4,7,8,5,3,6,4,6,7,6,7,8,6,4,4
131,115,16,1,1,0,1,7,5,4,5,7,4,5,4,7,8,7,4,7,8,5,3,4
131,116,15,1,1,0,1,7,4,5,6,5,3,7,6,5,6,7,3,9,5,3,3,3
131,117,14,1,1,0,1,6,4,5,6,7,4,8,5,6,8,8,3,8,8,4,4,4
131,118,13,1,1,0,1,8,6,4,6,10,7,4,7,4,5,5,10,6,10,7,5,7
131,119,12,1,1,0,1,7,4,6,6,7,3,5,5,5,9,9,3,9,9,5,5,5
132,101,12,0,1,1,2,9,1,1,1,8,1,1,1,8,.,.,.,.,.,6,.,.
132,102,11,0,1,1,2,10,1,1,1,10,.,.,.,7,1,1,1,1,1,7,.,.
132,103,10,0,1,0,2,10,1,1,1,10,1,1,1,6,6,6,.,.,.,6,.,.
132,104,9,0,1,0,2,10,1,1,1,10,1,1,1,7,7,7,8,.,.,6,.,.
132,105,8,0,1,0,2,10,.,.,.,10,.,.,1,5,9,9,.,.,.,7,.,.
132,106,7,0,1,0,2,10,1,1,1,9,1,1,1,.,.,.,.,.,.,7,.,.
132,107,6,0,2,1,2,10,.,.,.,10,1,1,1,6,6,6,8,.,.,8,.,.
132,108,5,0,1,0,2,9,1,1,1,.,.,.,.,5,7,7,.,.,.,.,.,.
