spkr,alter,hate,work,love,sex,drink,food,negemo,swear,sympathy,negate,hedge,meta,ntri,like,imean,youknow,you,appr,agree,restart,interrupt,mimiccontentraw,mimicfunc,mimicswbdnorm,mimicswbdcontnorm,laughmimic,rate,ratecorrelation,initlaugh,midlaugh,totalwords,i,uh,um,question,totalturns
201,230,0,0,0,0,2,0,8,0,0,26,7,0,1,7,0,4,15,6,0,14,1,53,38,0.071354,0.079760,0,2.644467,-0.148647,0,0,508,43,4,0,13,72
230,201,0,0,0,0,1,1,6,0,0,11,4,1,0,8,3,5,7,0,0,6,4,48,40,0.136341,0.027198,0,2.733739,-0.178663,6,1,531,35,0,0,19,72
203,230,0,3,0,0,0,0,6,1,0,4,2,0,0,8,0,0,1,0,0,14,3,36,32,0.007001,0.006473,0,2.591009,-0.088799,1,0,473,21,9,1,7,54
230,203,0,5,1,0,1,0,8,0,0,6,6,0,0,2,0,1,1,2,0,7,4,45,39,0.053646,0.066916,0,2.976685,-0.118246,2,1,512,33,5,2,13,54
204,230,0,15,0,0,0,0,3,1,0,6,1,0,0,5,1,2,5,0,0,4,4,41,28,0.066057,0.103216,0,2.285127,-0.123548,1,0,364,14,4,2,7,61
230,204,0,9,0,0,0,0,3,0,0,13,7,1,0,4,0,6,18,0,0,9,2,29,20,0.014534,0.017452,0,3.139298,-0.096167,0,1,614,33,1,0,13,60
205,230,0,3,1,0,0,0,8,0,0,5,2,1,0,7,0,0,2,1,0,5,3,47,30,0.072607,0.090756,0,2.918326,0.041316,0,0,428,21,2,1,11,52
230,205,0,1,0,0,0,3,8,0,0,13,5,1,0,9,0,4,10,1,0,16,3,34,29,0.058009,0.002751,0,2.639887,-0.129988,2,2,577,18,4,1,13,53
206,230,0,2,0,0,0,0,3,1,0,13,6,0,0,22,1,9,10,0,1,8,4,49,38,0.516270,1.657279,0,2.293384,0.140781,1,0,404,27,1,2,6,52
230,206,0,1,0,0,0,0,1,0,0,6,5,1,0,9,3,4,14,1,1,14,7,50,41,0.309288,0.403529,0,3.069513,-0.047682,1,0,580,31,4,1,12,53
207,230,2,2,1,0,0,0,14,1,2,7,3,1,0,8,3,3,6,0,1,6,1,37,28,0.028651,0.048231,0,2.009318,-0.134159,0,1,406,25,0,0,14,69
230,207,1,4,1,0,0,0,15,0,0,19,9,1,0,8,6,2,9,0,1,14,5,42,30,0.046419,0.052391,0,3.063967,-0.182152,1,3,681,36,4,1,19,69
208,230,0,7,1,0,0,0,2,0,0,9,6,0,0,3,1,0,1,0,0,6,1,41,36,0.002610,0.003133,0,2.626942,-0.134411,0,0,376,22,1,1,4,52
230,208,0,8,0,0,0,0,5,0,0,13,6,0,0,6,3,2,3,1,0,18,4,41,26,0.101232,0.080949,0,3.006998,0.123730,0,1,572,31,2,0,23,53
209,230,0,3,0,0,0,0,2,1,0,14,4,0,1,5,0,6,7,2,0,5,4,51,38,0.054188,0.109260,0,2.293036,-0.013668,0,2,549,21,17,2,17,80
230,209,1,12,0,0,0,0,5,1,0,16,7,0,0,13,2,10,6,0,1,17,4,53,41,0.084169,0.071144,0,3.565760,-0.112870,0,0,807,40,2,1,17,81
210,230,0,3,0,0,0,0,0,0,0,6,2,0,0,0,0,4,4,0,0,8,1,48,37,0.015974,0.019640,0,2.062910,-0.047261,0,0,313,17,3,4,4,45
230,210,0,11,0,0,0,1,1,0,0,7,0,0,0,2,0,4,4,2,0,8,3,24,18,0.060597,0.063055,0,2.820973,-0.175884,0,0,537,31,5,0,23,46
211,230,0,7,0,0,0,1,0,0,0,9,4,0,0,12,2,4,3,0,0,7,3,67,52,0.350749,0.393784,0,2.731204,0.064487,0,0,473,41,2,2,8,50
230,211,0,8,0,0,0,0,3,1,0,7,2,0,0,5,0,4,5,1,0,7,3,42,25,0.220690,0.257064,0,3.005229,-0.126407,0,1,590,33,6,1,15,50
212,230,0,5,0,0,0,16,4,0,0,8,9,0,0,18,1,8,5,0,1,4,0,47,39,0.019029,0.005258,0,2.701941,-0.089702,0,0,564,41,1,1,1,51
230,212,0,4,2,0,4,17,2,1,0,6,4,0,0,10,0,6,10,1,0,7,9,56,46,0.084832,0.066653,0,3.518285,-0.138497,2,1,540,23,3,0,17,52
213,230,0,0,0,0,0,0,2,0,0,9,4,0,0,7,1,2,1,1,1,8,0,55,40,0.052106,0.002223,0,2.959181,-0.237734,0,0,417,31,1,3,8,38
230,213,0,5,0,0,0,0,8,1,0,9,4,0,0,10,1,5,8,0,2,9,1,43,36,0.013071,0.011696,0,2.721471,-0.190142,0,0,574,46,6,1,9,38
214,230,0,11,0,0,0,0,0,0,0,12,3,0,0,0,0,0,4,1,0,7,2,67,50,0.017794,0.011359,0,2.782406,-0.315816,0,0,416,29,0,1,7,51
230,214,0,6,0,0,0,0,5,0,0,11,9,0,0,7,1,5,2,0,0,19,1,35,27,0.004622,0.004815,0,3.064305,-0.255918,0,1,601,38,2,1,12,50
215,230,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,5,0,0,3,2,34,21,0.028963,0.021233,0,2.137919,-0.116608,2,2,308,12,1,0,4,51
230,215,2,1,0,0,0,0,9,0,0,7,3,1,0,6,3,6,17,2,0,14,2,29,25,0.009580,0.004643,1,3.648509,-0.071189,0,1,682,36,6,1,14,51
217,230,0,3,0,0,0,0,0,0,2,5,3,0,0,3,0,4,12,0,0,6,1,31,17,0.436248,1.057457,0,2.764072,-0.258048,2,1,487,19,1,2,23,78
230,217,0,0,0,0,0,0,8,1,0,9,4,1,0,9,1,2,3,0,0,7,5,57,40,0.221736,0.299841,0,2.538814,-0.178410,0,0,510,38,2,0,11,77
218,230,0,5,4,0,0,0,3,0,0,5,10,2,0,33,5,3,7,1,2,16,2,54,34,0.179898,0.239296,0,3.037384,-0.261112,0,0,663,40,0,3,5,52
230,218,0,3,4,0,1,0,3,0,0,6,6,0,0,10,3,3,8,0,0,5,9,39,28,0.016453,0.036648,0,2.836151,-0.287975,1,2,461,23,1,2,14,53
219,230,0,1,0,0,2,2,2,0,1,11,1,0,0,2,0,2,4,0,0,6,1,45,30,0.085068,0.093880,0,2.533240,-0.151372,3,0,361,24,1,1,20,74
230,219,0,1,0,0,4,7,8,0,0,22,5,0,0,11,2,8,11,1,0,8,2,55,42,0.015644,0.015438,0,3.206976,-0.110250,1,0,839,52,1,0,13,74
220,230,0,4,0,0,0,0,0,0,0,3,6,0,0,6,2,0,3,0,0,14,3,41,27,0.042305,0.061745,0,2.048435,0.019110,0,0,318,22,2,2,11,49
230,220,0,11,0,0,0,0,2,0,0,9,2,1,0,10,2,4,3,0,0,8,5,38,25,0.280141,0.333404,0,3.197215,-0.227634,0,2,585,36,7,1,12,49
200,231,0,6,0,0,0,0,1,0,0,3,2,1,0,2,1,4,7,1,1,2,2,22,20,0.019200,0.003705,0,2.691356,-0.090875,0,0,288,11,1,0,6,52
231,200,0,6,0,0,0,0,1,0,0,6,9,0,0,8,0,5,1,1,0,10,0,36,30,0.001053,0.000207,0,2.483008,0.016866,0,1,526,29,1,3,16,53
201,231,0,3,0,0,0,0,4,0,0,16,3,3,0,0,3,1,4,0,0,9,0,26,20,0.011501,0.015147,0,1.995192,-0.152248,0,0,368,17,3,0,11,59
231,201,0,12,0,0,0,0,5,0,0,4,4,0,0,0,1,0,8,0,0,10,2,38,24,0.043072,0.073133,0,2.508125,-0.146798,0,1,454,14,0,0,17,59
203,231,0,7,0,0,0,0,6,0,0,5,4,0,0,6,0,2,0,0,0,11,3,45,26,0.012011,0.013993,0,2.638351,-0.016361,0,0,555,30,6,1,9,72
231,203,0,5,1,0,1,0,2,0,0,6,3,0,0,4,1,2,9,0,0,13,4,33,26,0.002774,0.002899,0,2.682046,-0.308105,1,0,457,9,0,1,19,73
204,231,0,10,0,0,0,0,4,0,0,12,4,0,0,6,0,2,5,1,1,14,2,48,30,0.044542,0.072829,1,2.056569,0.046461,5,11,434,24,4,2,11,69
231,204,1,10,2,0,0,0,2,0,0,9,4,0,0,2,0,3,9,1,0,10,1,36,25,0.171612,0.076811,1,2.694851,-0.006044,0,2,507,21,5,3,14,68
205,231,0,1,0,0,1,0,4,2,0,10,1,3,0,8,0,0,1,5,0,3,2,35,30,0.015264,0.021937,0,2.691061,-0.131678,0,0,507,22,0,0,15,61
231,205,0,5,0,0,2,1,0,0,0,12,2,1,0,7,0,3,6,1,0,9,3,48,34,0.539553,0.931151,0,2.823070,0.005550,2,0,543,44,1,4,16,61
206,231,0,6,0,0,0,0,1,1,0,11,6,0,0,15,2,3,2,1,0,5,0,42,29,0.022090,0.002594,0,2.232184,-0.241076,0,0,398,22,1,1,13,62
231,206,0,13,0,0,0,0,1,0,0,10,6,0,0,3,0,1,4,1,0,4,3,35,19,0.002151,0.002772,0,2.592542,-0.141790,1,2,527,29,2,1,14,62
207,231,0,4,0,0,0,0,3,0,0,6,5,0,0,4,2,2,2,2,1,6,0,31,26,0.005526,0.010299,1,2.127224,-0.131245,1,1,377,19,1,2,16,67
231,207,0,2,0,0,0,0,3,0,0,8,9,1,0,4,1,2,4,1,0,6,2,47,32,0.024184,0.018283,0,3.047502,-0.105754,0,1,635,34,3,2,16,66
208,231,0,2,3,0,5,0,0,0,0,8,10,2,0,2,0,1,2,0,0,4,1,50,37,0.004059,0.002156,0,2.801640,-0.212937,0,1,436,26,0,2,5,50
231,208,0,6,3,0,4,0,2,0,0,6,12,2,0,6,1,2,2,3,0,4,0,62,44,0.003136,0.000786,0,2.622108,0.102183,1,1,591,31,0,5,17,50
209,231,0,3,0,0,0,1,0,1,0,9,5,0,0,4,0,5,8,0,0,8,3,48,44,0.003465,0.003155,0,2.570743,0.014620,0,2,492,35,13,4,15,70
231,209,0,6,0,0,0,1,0,0,0,11,14,1,0,3,0,2,4,0,1,10,3,36,26,0.109693,0.124915,0,2.757592,-0.134833,0,2,531,37,2,0,16,70
210,231,0,10,0,0,0,0,0,0,0,9,4,2,0,0,0,0,1,0,0,9,0,28,22,0.005163,0.001393,0,2.228916,-0.377748,0,0,448,40,9,8,8,54
231,210,0,17,0,0,0,0,2,0,0,3,11,0,1,1,0,2,1,1,0,8,0,21,17,0.001593,0.001850,0,2.054813,-0.361715,0,0,442,31,1,4,22,55
211,231,0,6,0,0,0,0,1,0,0,11,1,0,0,1,2,0,2,1,0,1,0,28,21,0.003420,0.003669,0,2.040820,-0.521310,0,0,243,16,1,1,7,43
231,211,0,19,0,0,0,0,0,0,0,2,8,0,0,4,0,4,1,1,0,7,0,25,21,0.000767,0.000354,0,2.440099,-0.343763,1,0,554,20,1,4,17,44
212,231,0,1,1,0,0,1,3,0,0,7,5,0,0,20,0,5,3,2,0,5,2,30,24,0.022065,0.001645,0,2.710451,-0.270393,0,0,572,32,1,2,7,64
231,212,0,3,0,0,0,0,1,0,0,6,4,0,0,6,0,6,4,2,1,7,2,58,36,0.112139,0.029947,0,2.969480,-0.377103,1,0,546,28,1,3,16,64
213,231,0,2,0,0,1,0,2,0,0,12,7,0,0,2,0,0,5,0,0,4,2,40,28,0.040423,0.020834,0,2.682023,-0.437147,0,1,459,19,4,4,10,56
231,213,0,3,0,0,0,1,2,0,0,9,2,0,1,9,1,6,5,0,0,7,5,56,40,0.279031,0.518061,0,2.874687,-0.243001,1,2,618,34,4,3,15,56
214,231,0,13,0,0,0,1,1,0,0,7,5,0,0,1,0,1,0,4,0,5,1,45,29,0.269983,0.365103,0,2.657032,-0.214296,0,2,481,39,0,0,16,71
231,214,1,4,0,0,0,0,5,0,0,10,6,0,0,2,0,3,7,1,0,3,2,35,27,0.011151,0.012572,0,2.520925,-0.330943,0,0,522,18,1,1,21,71
215,231,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,2,0,24,19,0.002777,0.006886,0,1.986997,0.054698,2,3,248,7,0,0,10,55
231,215,0,9,0,0,0,0,3,0,0,5,4,1,0,3,1,7,3,1,0,14,0,42,35,0.000434,0.000000,0,2.538191,-0.106322,0,0,574,31,0,3,18,56
217,231,0,10,0,0,0,0,1,0,0,2,3,1,0,8,2,3,7,3,0,6,3,47,26,0.013274,0.013027,1,2.301794,-0.241203,0,3,506,16,2,0,33,92
231,217,0,11,1,0,0,0,2,0,0,4,8,0,0,1,1,3,4,1,0,8,1,54,36,0.005959,0.002484,0,2.764250,-0.328549,0,2,527,20,0,1,13,91
218,231,0,9,3,0,1,0,5,0,0,6,14,1,0,22,1,2,4,0,0,6,2,45,30,0.023948,0.022926,0,4.427265,-0.000343,0,0,518,23,0,0,7,55
231,218,0,7,0,0,0,0,1,0,0,4,8,1,0,3,0,2,2,0,0,5,4,27,20,0.002684,0.002870,0,2.220256,-0.181768,0,0,406,9,2,1,13,56
219,231,0,0,0,0,0,0,5,0,0,15,0,0,0,4,0,2,2,1,0,6,1,45,28,0.986807,1.784847,0,2.341695,-0.042403,1,0,337,16,2,1,15,72
231,219,0,2,0,0,0,0,4,0,0,17,12,2,0,14,3,3,16,2,0,14,4,66,45,0.021485,0.005166,0,3.608959,0.086262,0,1,818,34,2,6,18,71
220,231,0,6,0,0,0,0,0,0,0,15,13,0,0,13,10,2,4,2,1,23,1,59,38,0.012887,0.009240,0,2.856211,-0.026053,0,0,602,24,3,4,10,64
231,220,0,2,0,0,0,0,1,0,0,4,7,0,0,6,2,5,2,1,1,6,7,58,43,0.015062,0.003241,0,2.681817,-0.249651,0,1,492,14,1,4,14,64
200,232,0,8,1,0,0,2,2,0,0,2,9,1,0,2,0,4,0,0,0,3,2,27,22,0.028991,0.000654,0,2.445547,-0.255656,0,0,460,22,13,2,11,62
232,200,0,3,0,0,3,3,1,0,0,4,4,0,0,2,0,0,5,2,0,4,1,36,25,0.032825,0.030029,0,1.898770,-0.258304,2,11,356,21,2,5,7,63
201,232,0,2,1,0,0,0,2,0,0,16,2,3,0,2,3,1,6,0,0,7,3,37,21,0.296572,0.358322,0,2.228655,-0.119980,0,0,384,27,2,0,21,66
232,201,0,2,1,0,0,1,2,0,0,3,5,1,1,7,0,0,4,1,0,4,2,47,25,0.061954,0.064946,0,2.398256,0.120589,2,12,404,23,2,1,9,66
203,232,0,3,1,0,2,0,3,0,0,8,7,0,0,4,0,0,1,0,0,14,2,42,32,0.014562,0.018976,0,2.605292,-0.305922,0,0,442,25,3,1,11,61
232,203,0,4,0,0,1,0,3,0,0,6,3,2,0,14,0,1,3,1,0,6,0,32,22,0.038251,0.049225,0,2.285525,-0.244617,1,6,397,21,3,1,13,62
204,232,0,6,0,0,1,0,7,0,0,4,2,2,0,18,0,8,9,1,0,16,0,23,17,0.018788,0.043828,1,2.566901,-0.051922,0,2,517,13,4,1,12,60
232,204,0,4,0,0,0,0,4,0,0,9,6,0,0,4,0,1,4,1,0,4,4,38,29,0.001907,0.001124,1,2.065470,-0.067787,1,4,270,10,0,0,12,61
205,232,0,10,0,0,0,1,5,0,0,8,4,1,0,3,0,0,2,0,0,4,1,24,18,0.002528,0.003324,0,2.521676,-0.024712,0,0,445,14,1,3,8,60
232,205,0,4,0,0,1,0,1,0,0,9,3,0,0,4,0,2,10,0,0,8,1,12,10,0.014813,0.017382,0,1.788836,-0.167559,0,11,300,16,1,1,15,60
206,232,0,2,0,0,0,0,4,0,0,10,1,0,0,6,4,10,3,0,0,6,1,42,32,0.001176,0.002013,0,2.117715,-0.051207,0,0,443,26,0,2,12,55
232,206,0,6,0,0,0,0,1,0,0,2,10,0,0,6,0,0,1,1,0,2,0,20,12,0.019842,0.042117,0,2.182428,-0.240005,1,3,323,19,2,0,10,55
207,232,0,2,0,0,0,0,0,0,0,1,7,0,2,5,2,1,1,0,0,15,2,30,26,0.199898,0.216959,0,2.583004,-0.188687,0,1,403,21,5,0,19,51
232,207,0,6,0,0,0,0,4,0,0,12,6,0,0,9,0,2,3,0,0,7,4,57,37,0.055884,0.065560,1,2.196771,-0.086635,4,14,400,29,3,1,7,51
208,232,0,8,1,0,2,0,3,0,0,8,5,0,0,1,0,0,5,0,0,6,1,26,19,0.008407,0.014891,0,2.707556,-0.076998,0,0,429,18,1,2,12,62
232,208,0,3,1,0,4,0,7,0,0,6,7,1,0,6,0,1,3,1,0,7,2,39,27,0.003633,0.002424,0,2.340482,-0.075325,0,11,445,25,1,1,16,62
209,232,0,3,0,0,0,0,1,0,0,8,8,3,1,5,1,4,5,1,0,11,0,42,28,0.010950,0.010048,0,2.391118,-0.071810,0,0,421,20,13,1,19,67
232,209,0,8,0,0,0,0,3,0,0,19,10,4,0,8,0,0,2,1,0,4,1,63,40,0.024311,0.030159,0,2.402409,0.130045,1,8,452,37,1,2,12,66
210,232,0,2,0,0,0,4,2,0,0,5,4,0,0,0,2,0,6,0,0,4,0,17,13,0.001159,0.003037,0,1.951218,-0.134941,0,0,265,9,11,7,5,46
232,210,0,2,0,0,0,0,1,0,0,4,10,3,1,7,0,1,3,0,0,8,0,19,10,0.480536,1.021233,0,1.657351,-0.055647,2,5,311,16,2,1,15,46
211,232,0,11,1,0,1,0,6,0,0,11,4,2,0,12,6,6,13,0,0,19,2,63,50,0.258077,0.285710,1,2.660602,-0.110662,1,0,650,32,8,2,16,77
232,211,0,8,0,0,2,0,9,0,1,19,14,2,0,4,0,0,3,1,2,6,9,86,62,0.128191,0.169856,0,2.076726,-0.063216,4,13,532,39,3,2,15,78
212,232,0,8,0,0,1,0,5,0,0,11,10,1,1,17,0,7,8,0,0,12,2,30,26,0.002861,0.006111,0,2.952346,-0.184158,0,0,554,37,1,3,8,51
232,212,0,3,0,0,0,0,1,0,0,3,3,0,0,16,1,1,4,2,0,5,2,47,41,0.002272,0.002234,0,2.100571,-0.099191,3,5,346,21,3,1,10,51
213,232,0,4,0,0,1,1,5,0,0,9,5,1,0,10,2,4,7,0,0,11,1,56,39,0.033252,0.034656,2,2.590745,-0.057278,1,1,497,32,5,3,14,56
232,213,0,3,0,0,2,2,2,1,1,15,8,1,0,7,0,0,5,3,2,10,4,54,43,0.020939,0.007290,0,2.011549,0.053577,2,19,403,32,0,1,11,55
214,232,0,18,0,0,0,0,1,0,0,9,3,1,0,1,1,1,7,1,0,4,2,35,26,0.002996,0.002803,0,3.028593,0.001349,0,0,449,30,1,1,14,62
232,214,0,8,0,0,0,0,2,0,1,10,6,0,0,8,0,3,5,1,0,4,1,44,30,0.111240,0.130406,0,2.218559,-0.021875,0,8,418,28,5,4,11,62
215,232,0,2,0,0,0,1,0,0,0,4,3,0,0,2,0,2,3,0,0,5,1,32,27,0.127291,0.285717,1,2.319018,-0.261744,1,1,361,19,0,0,11,66
232,215,0,6,0,0,0,0,2,0,0,5,9,1,0,8,0,0,1,1,0,6,0,46,37,0.005902,0.003549,1,2.275919,0.046898,0,10,416,21,1,3,21,66
217,232,0,3,0,0,0,1,3,0,1,8,5,1,0,10,1,13,16,0,0,22,0,21,9,0.105696,0.124997,2,2.819626,-0.016414,0,3,665,60,1,0,21,74
232,217,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,2,2,35,21,0.485755,0.799792,1,1.724375,0.048792,0,14,232,11,1,2,13,73
218,232,0,7,0,0,0,0,3,1,0,9,6,0,0,19,0,0,8,0,0,11,2,45,26,0.037212,0.026483,0,2.579211,0.098069,0,0,436,15,1,0,14,46
232,218,0,3,0,0,0,0,3,0,0,5,4,0,0,11,0,2,2,2,0,4,1,46,34,0.007997,0.001690,0,2.587351,-0.195452,1,3,304,8,2,0,4,46
219,232,0,0,0,0,2,0,5,0,0,9,2,0,1,5,0,1,6,1,0,15,2,34,17,0.334387,0.558728,2,2.286492,-0.197875,2,6,417,17,1,0,25,81
232,219,0,1,0,0,1,0,9,0,0,12,8,0,0,17,0,1,4,4,0,11,0,46,30,0.046984,0.053845,2,2.275600,0.010260,3,14,526,42,3,2,9,82
220,232,0,4,0,0,0,0,1,0,0,4,5,0,0,4,1,1,3,2,0,12,0,32,24,0.003894,0.004272,0,2.595165,-0.122819,0,0,362,21,6,0,17,52
232,220,0,4,0,0,0,0,1,0,0,3,2,0,0,15,0,0,3,2,0,5,1,40,29,0.033184,0.049356,0,2.112222,-0.145332,1,11,396,23,3,2,8,52
203,233,3,1,1,0,0,16,6,0,1,1,3,0,1,5,0,2,4,2,0,5,1,55,40,0.171657,0.193168,0,11.044205,0.287094,0,0,470,31,0,0,11,36
233,203,0,3,1,0,0,6,2,0,0,5,2,0,1,1,0,0,5,0,0,1,5,50,31,0.063716,0.012621,0,5.080454,-0.000708,0,2,210,13,0,0,8,36
204,233,0,1,0,0,0,0,1,0,0,6,3,0,0,3,1,0,0,1,0,3,0,35,21,0.022975,0.023116,0,9.343590,-0.106162,0,4,212,10,0,0,11,26
233,204,0,0,0,0,0,0,0,0,0,6,1,0,0,2,1,1,3,0,0,1,2,15,9,0.017786,0.073868,1,6.920147,-0.206027,1,1,173,9,0,0,6,26
205,233,0,8,0,0,0,1,2,0,1,10,3,3,0,3,0,1,4,2,0,7,2,35,25,0.001964,0.001424,0,11.321254,0.008306,0,0,391,22,0,0,14,41
233,205,1,1,0,0,0,0,3,0,0,9,5,0,2,3,1,2,7,2,0,2,2,50,38,0.005810,0.002964,0,9.866667,-0.054217,3,4,286,22,0,0,10,40
206,233,0,0,0,0,0,0,2,0,0,5,3,0,1,5,1,2,5,1,0,3,0,35,25,0.017841,0.008252,1,7.655556,0.262204,0,2,253,14,0,0,17,36
233,206,0,12,0,0,2,0,1,0,0,14,3,0,0,1,0,3,6,0,0,1,2,53,36,0.012517,0.014713,0,7.433469,0.151612,1,3,386,25,0,0,3,35
207,233,0,6,0,0,0,0,0,0,0,7,6,0,0,8,3,1,1,1,0,5,0,56,38,0.000767,0.000583,0,12.309524,-0.058840,0,0,355,22,0,0,14,28
233,207,0,5,2,0,0,0,1,0,0,11,3,0,0,4,4,1,2,0,0,2,1,37,26,0.002868,0.003400,0,9.272250,0.289943,0,0,291,18,0,0,4,29
208,233,0,4,1,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,5,2,35,22,0.037980,0.059118,2,2.475026,-0.111972,3,1,243,11,0,1,20,41
233,208,0,7,2,0,0,0,1,0,0,16,7,0,0,1,4,3,7,2,0,9,0,31,22,0.036730,0.094602,1,2.222083,-0.092541,1,3,445,31,2,0,2,42
209,233,0,2,0,0,1,0,2,1,0,11,5,0,5,5,1,2,9,2,0,20,1,40,29,0.096034,0.093930,1,2.219181,0.185057,1,2,498,30,13,0,38,62
233,209,0,2,0,0,2,2,2,0,0,16,7,0,1,6,1,1,6,0,0,10,4,55,46,0.119870,0.204172,2,1.721935,0.236903,4,11,296,9,0,0,5,63
210,233,0,5,0,0,0,0,4,0,0,7,5,0,0,0,0,0,6,0,0,3,1,21,14,0.001445,0.001104,0,5.013301,-0.061068,0,0,305,31,0,0,9,33
233,210,0,5,0,0,0,0,4,0,0,3,3,0,1,1,0,0,2,0,0,2,4,41,31,0.010813,0.000411,0,3.993321,0.426396,5,1,189,12,0,0,7,33
211,233,0,14,0,0,0,2,3,0,0,8,4,0,0,11,2,4,6,1,0,2,2,34,19,0.022284,0.044924,0,9.887668,-0.047319,0,0,401,16,0,0,13,39
233,211,0,6,0,0,0,0,3,0,0,3,4,0,0,1,0,2,2,1,0,6,5,43,31,0.073463,0.185729,0,5.218071,0.005599,3,4,258,19,0,0,8,39
212,233,0,7,0,0,2,0,1,0,0,9,6,0,0,14,2,5,1,1,0,1,2,41,32,0.004127,0.004502,0,15.133897,-0.173864,0,0,508,32,0,0,7,32
233,212,0,10,1,0,1,0,1,0,0,10,8,0,0,2,1,4,2,2,0,1,3,54,37,0.045372,0.056063,0,9.575000,-0.138577,2,0,402,32,0,0,8,32
200,234,0,5,0,0,0,0,0,0,0,3,6,0,0,1,0,0,4,1,1,2,1,49,32,0.035049,0.054395,0,6.874646,0.083684,0,1,321,18,0,0,10,40
234,200,0,1,3,0,0,0,0,0,0,8,2,0,0,2,0,0,4,0,0,3,0,30,18,0.040301,0.056276,0,5.828293,0.279134,1,0,248,17,0,0,13,41
201,234,0,2,1,0,0,1,3,0,0,26,1,0,0,6,5,1,3,0,0,8,3,37,31,0.059000,0.011298,0,11.778120,-0.036399,0,2,399,24,0,0,14,36
234,201,0,3,3,0,0,0,3,0,0,14,2,0,1,0,2,1,2,0,0,2,7,58,41,0.048099,0.065911,0,7.582492,0.008298,0,2,270,17,0,0,7,36
203,234,0,0,1,0,0,0,0,0,0,8,3,1,0,3,0,1,2,0,0,5,2,49,35,0.048656,0.031689,0,11.229164,-0.109357,0,0,451,21,0,0,7,35
234,203,0,5,0,0,0,0,0,0,0,9,1,0,0,2,3,1,3,0,0,5,3,53,38,0.107832,0.091428,0,8.233493,-0.010301,2,0,262,19,0,0,9,36
204,234,0,12,0,0,0,0,3,0,0,4,7,0,0,2,0,2,2,0,0,6,3,48,31,0.016115,0.020146,0,11.438730,-0.139158,1,2,504,20,0,0,8,45
234,204,0,10,1,0,0,0,4,0,0,2,2,0,0,2,1,0,3,0,0,5,7,30,21,0.024764,0.039660,0,8.905679,-0.089183,0,0,291,12,0,0,16,45
205,234,0,14,1,0,0,0,11,1,0,5,4,4,0,19,0,1,1,1,0,8,0,30,27,0.004346,0.000416,0,14.206896,-0.041598,0,1,520,35,0,0,9,29
234,205,0,0,0,0,0,0,1,0,0,4,2,0,0,2,0,0,2,0,0,0,5,20,15,0.013647,0.006804,0,5.751724,-0.053456,0,1,158,15,0,0,7,29
206,234,0,3,1,0,0,0,2,0,0,8,7,0,1,9,1,4,3,0,0,2,2,45,32,0.021797,0.027544,0,7.519380,0.140529,0,0,335,13,0,0,19,43
234,206,0,1,3,0,1,0,2,0,0,14,4,1,0,3,2,1,7,1,0,3,5,72,49,0.015511,0.004211,0,12.696970,-0.033970,0,1,442,36,0,0,8,44
207,234,0,10,0,0,0,0,6,0,0,8,12,0,1,14,3,1,8,0,0,7,4,51,38,0.006576,0.003172,0,10.935948,-0.046453,0,1,525,35,0,0,16,51
234,207,0,7,1,0,0,0,1,0,0,12,2,0,1,4,0,0,13,1,0,5,9,48,38,0.039215,0.000413,0,8.613287,-0.088550,0,1,359,23,0,0,15,52
208,234,0,5,2,0,1,0,2,0,0,3,3,3,0,2,0,0,3,0,0,3,3,38,29,0.039623,0.045903,0,7.437333,-0.058365,0,1,349,20,0,0,14,50
234,208,0,7,4,0,0,0,5,0,0,11,2,1,0,5,0,0,4,2,0,4,1,21,17,0.005914,0.005030,0,9.464000,-0.217427,0,1,452,46,0,0,17,50
209,234,0,12,0,0,1,0,4,0,0,17,5,0,5,7,1,2,5,1,0,3,5,30,22,0.055350,0.082376,0,10.434783,-0.062610,0,0,468,31,0,0,19,46
234,209,0,9,1,0,0,1,3,0,0,7,7,0,0,6,0,0,4,0,0,0,1,34,26,0.097712,0.159571,0,8.101449,0.028321,0,0,314,19,0,0,12,46
210,234,0,3,0,0,0,2,0,0,0,11,3,0,0,0,1,1,0,2,0,4,2,37,26,0.536299,0.005046,0,11.212876,-0.183476,0,1,364,34,0,0,2,39
234,210,0,2,0,0,0,0,2,0,0,5,4,1,0,5,0,0,8,2,0,5,6,51,41,0.006649,0.000501,0,9.046725,0.092486,0,1,320,19,0,0,10,39
212,234,0,17,0,0,0,1,3,0,0,8,16,0,0,26,2,15,4,1,0,28,0,30,24,0.002384,0.000312,1,3.037913,-0.170102,1,0,718,57,5,6,3,39
234,212,0,4,1,0,0,0,0,0,0,3,2,0,0,3,1,0,8,1,0,2,4,36,25,10.020292,11.564436,0,2.038317,-0.136007,2,2,205,13,2,0,7,40
213,234,0,6,0,0,0,0,1,0,0,10,6,2,0,5,0,1,10,1,0,4,6,48,30,0.049703,0.028046,0,11.032133,-0.057204,0,0,528,26,0,0,21,53
