spkr,alter,hate,work,love,sex,drink,food,negemo,swear,sympathy,negate,hedge,meta,ntri,like,imean,youknow,you,appr,agree,restart,interrupt,mimiccontentraw,mimicfunc,mimicswbdnorm,mimicswbdcontnorm,laughmimic,rate,ratecorrelation,initlaugh,midlaugh,totalwords,i,uh,um,question,totalturns
114,135,0,7,0,0,0,0,0,0,0,2,7,0,0,3,3,0,4,0,0,2,2,36,30,0.028421,0.041685,0,2.747027,-0.053841,0,2,348,14,0,0,14,52
135,114,0,3,0,0,0,0,1,0,0,5,5,0,0,7,0,0,6,0,0,2,2,25,17,0.014223,0.018029,0,2.878232,-0.035634,0,1,274,7,0,0,7,51
115,135,0,4,0,0,0,0,1,0,0,5,5,1,0,1,3,4,8,0,0,2,0,48,38,0.001170,0.000856,0,3.221465,0.040357,0,1,435,21,0,0,17,47
135,115,0,7,0,0,0,0,2,0,0,10,5,0,0,9,0,6,1,0,0,2,3,54,46,0.006202,0.010914,0,2.938308,-0.073084,0,0,343,15,0,0,12,47
116,135,1,13,0,0,0,0,6,1,0,11,11,1,0,11,3,3,5,1,0,3,0,31,25,0.002409,0.002363,0,3.532357,0.002233,0,0,446,25,0,0,9,32
135,116,0,9,1,0,0,0,3,0,0,6,2,0,0,10,0,2,1,0,0,3,1,28,26,0.000203,0.000208,0,2.747268,-0.344224,0,0,237,12,0,0,4,32
117,135,0,8,0,0,0,0,2,1,0,10,5,0,0,4,0,3,1,0,0,1,1,37,24,0.019447,0.002156,0,2.842892,-0.110116,0,2,515,37,1,0,11,41
135,117,0,2,0,0,1,0,5,0,0,0,5,0,0,7,0,2,2,0,0,1,0,31,21,0.035249,0.027905,0,3.140635,0.029762,0,0,263,9,0,0,6,40
118,135,0,7,0,0,0,0,3,1,0,9,7,0,0,5,1,1,3,0,0,4,1,32,21,0.024320,0.033908,0,2.752546,0.029781,0,0,403,17,3,0,11,34
135,118,0,7,0,0,0,0,2,0,0,6,2,0,0,8,1,2,0,0,0,0,1,38,31,5.000557,6.360793,0,3.037735,0.052334,0,0,281,19,0,0,5,33
119,135,0,2,0,0,0,1,4,0,0,6,10,0,0,2,2,3,6,2,0,7,4,45,36,0.040788,0.064544,0,3.492048,0.080458,0,0,486,24,0,0,15,52
135,119,0,9,1,0,0,0,0,0,0,4,6,0,0,13,1,2,4,0,0,3,0,26,23,0.000584,0.000091,0,3.012028,-0.126137,0,0,313,22,0,0,5,51
101,136,0,2,0,0,0,0,0,0,0,3,1,0,0,1,0,1,1,0,0,1,1,24,15,0.016149,0.001008,0,2.354009,-0.088401,0,0,145,3,0,0,8,34
136,101,0,0,0,0,0,0,0,0,0,6,2,0,0,9,0,1,1,0,0,6,0,29,22,0.003243,0.004118,0,2.745781,0.601088,2,0,324,19,0,0,12,34
102,136,0,6,1,0,0,0,2,0,0,4,4,1,0,4,0,0,1,0,0,2,0,29,24,0.009541,0.011100,0,3.418369,0.235658,0,0,352,17,1,0,7,18
136,102,0,2,0,0,0,0,0,0,0,4,3,1,0,3,1,0,4,1,0,2,1,33,28,0.000861,0.000000,0,3.017386,0.198443,0,0,180,6,0,0,1,18
103,136,0,1,1,0,0,0,3,0,1,1,8,0,1,3,1,3,3,3,1,6,1,28,22,0.001303,0.001343,0,2.038661,0.261725,0,3,374,8,4,0,11,75
136,103,0,8,2,0,0,0,1,0,0,6,7,0,0,1,4,3,1,3,0,17,1,39,26,0.008121,0.007827,0,1.965028,0.003886,1,3,428,29,1,9,8,75
104,136,0,0,0,0,0,0,2,1,0,12,4,1,0,7,0,0,4,0,0,5,3,48,43,0.008288,0.000080,0,3.414831,0.194959,0,1,373,24,0,0,6,34
136,104,0,0,0,0,0,0,3,0,0,6,4,2,0,0,1,0,2,0,0,3,1,43,32,0.026931,0.025744,0,2.894106,0.141950,0,0,288,15,0,0,11,34
105,136,0,3,0,0,0,0,1,0,0,5,4,0,0,6,0,0,5,0,0,4,2,33,27,0.003966,0.002653,0,3.169245,-0.363042,0,0,440,22,0,0,9,25
136,105,0,3,0,0,0,0,0,0,0,5,5,0,0,7,1,0,4,0,0,3,2,19,14,0.000977,0.000376,0,2.708339,-0.311739,0,0,200,11,0,0,6,25
106,136,0,4,0,0,0,0,3,0,0,11,4,0,0,2,1,0,2,1,0,4,1,50,39,0.002792,0.002005,0,3.059544,-0.123697,0,0,354,29,1,0,11,34
136,106,0,0,0,0,2,1,0,0,0,3,3,0,0,4,1,0,4,0,0,4,1,35,27,0.012837,0.014170,0,3.293564,-0.124623,1,1,320,17,0,3,7,34
107,136,0,18,2,0,0,0,2,0,0,4,5,0,0,5,0,0,0,1,0,3,2,50,36,0.041304,0.049085,0,3.203211,0.198608,0,0,430,27,0,0,6,23
136,107,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,1,27,17,0.327644,0.675792,0,2.421816,-0.226723,0,0,166,6,0,0,9,23
108,136,0,5,1,0,0,0,0,0,0,4,5,0,0,9,0,0,3,0,0,3,2,27,22,0.003460,0.003472,0,2.951233,-0.135729,1,0,389,9,0,0,7,28
136,108,0,2,1,0,0,0,1,0,0,4,1,0,0,4,2,2,0,0,0,2,1,52,37,0.062008,0.000407,0,2.759862,0.054854,0,0,281,17,0,1,6,29
109,136,0,3,0,0,0,0,0,0,0,2,2,0,0,3,0,0,2,0,0,1,2,48,33,0.101606,0.017169,0,2.991984,0.334986,0,0,235,14,0,0,11,22
136,109,0,9,1,0,0,0,0,0,0,3,1,0,0,3,3,1,1,0,0,7,0,57,45,0.010198,0.000242,0,2.496066,-0.188190,0,0,356,26,1,2,7,23
110,136,0,3,1,0,2,0,0,0,0,4,4,0,0,11,1,4,2,2,0,5,0,44,34,0.018585,0.008864,0,3.063978,-0.025229,0,0,390,17,1,0,13,33
136,110,0,0,2,0,3,0,1,0,0,4,4,0,0,4,2,0,2,0,0,1,0,33,26,0.006665,0.000957,0,2.305809,0.220869,0,0,294,22,0,0,5,33
111,136,0,3,0,0,0,0,1,0,0,11,11,0,0,27,0,0,6,0,0,5,3,38,36,0.000150,0.000150,0,3.512591,0.032811,0,0,571,38,2,0,7,23
136,111,0,1,0,0,0,0,4,0,0,9,6,0,0,6,0,0,4,1,0,4,2,50,47,0.000837,0.000000,0,3.151318,-0.315544,0,0,269,24,0,0,3,22
112,136,0,3,0,0,0,0,3,0,0,5,3,0,0,2,1,9,10,0,0,3,1,13,11,0.000206,0.000081,0,2.182030,0.281800,0,0,248,17,0,0,2,28
136,112,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,3,0,23,17,0.023530,0.023180,0,2.160289,0.082588,0,0,201,7,0,0,14,28
113,136,0,6,0,0,0,0,0,0,0,5,10,0,0,13,1,2,3,1,0,6,0,29,25,0.006331,0.006255,0,3.308271,0.135369,0,0,419,24,0,0,9,37
136,113,0,6,0,0,0,0,1,0,1,5,6,0,0,3,1,1,1,0,0,7,0,33,30,0.001507,0.007719,0,2.515796,-0.001751,0,0,315,26,0,0,5,36
114,136,0,12,0,0,0,0,1,0,0,6,10,0,0,5,0,4,1,1,0,0,3,27,25,0.000888,0.000013,0,2.986185,-0.038087,0,0,355,13,0,0,6,33
136,114,0,10,2,0,0,0,1,0,0,3,3,0,0,5,1,1,0,0,1,5,1,23,17,0.000428,0.000189,0,2.431291,-0.192415,0,0,298,11,0,0,8,32
115,136,0,2,0,0,1,1,1,0,0,4,3,0,0,1,0,2,7,0,0,1,1,30,18,0.044628,0.052460,0,3.172982,0.127222,0,0,417,23,0,0,13,45
136,115,0,2,0,0,0,0,0,0,0,4,1,0,0,2,1,0,1,2,0,1,1,36,23,0.200023,0.428858,0,2.788312,-0.083267,0,0,267,19,0,0,14,44
116,136,1,8,1,0,0,0,5,0,0,8,4,1,0,18,1,2,4,1,0,5,2,18,17,0.001375,0.001630,0,3.373193,0.310824,0,0,432,27,0,0,12,39
136,116,0,10,0,0,0,0,1,0,0,5,5,0,0,1,1,3,3,0,1,6,4,33,22,0.084878,0.079352,0,2.841265,0.092990,0,0,353,16,0,0,11,39
117,136,0,5,1,0,0,0,2,0,0,6,3,0,0,6,2,3,7,1,0,10,1,42,28,0.001146,0.000443,0,3.163366,0.119345,0,0,502,47,0,0,11,28
136,117,0,5,0,0,0,0,0,0,0,5,1,0,0,1,0,0,2,0,0,4,1,25,18,0.000754,0.000119,0,2.681815,-0.168018,0,0,180,9,0,0,8,27
118,136,0,3,0,0,0,0,2,0,0,14,6,0,0,13,1,0,3,1,0,1,1,43,27,0.006592,0.007031,0,2.519691,-0.121020,0,0,426,29,0,0,1,27
136,118,0,2,0,0,0,0,1,0,0,5,5,0,0,1,0,1,1,0,0,3,0,22,20,0.000539,0.000105,0,3.950854,-0.128440,0,0,177,9,0,0,6,26
119,136,0,2,0,0,0,0,0,0,0,7,5,0,0,4,1,0,2,1,0,2,2,26,17,0.005707,0.005896,0,2.957881,-0.268584,0,0,402,20,0,0,13,38
136,119,0,8,3,0,0,0,0,0,0,1,2,0,0,6,1,0,1,0,0,2,0,31,21,3.573781,7.006633,0,2.766301,0.042333,0,0,293,14,0,0,5,37
101,137,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,12,9,0.161905,0.243034,0,2.777633,0.184813,0,1,149,8,3,2,2,44
137,101,0,3,0,0,0,0,3,0,0,6,4,0,0,3,1,2,7,0,0,20,1,8,7,0.000110,0.033766,1,3.212497,0.306898,1,5,521,20,1,3,12,44
102,137,0,9,0,0,0,0,2,0,0,3,10,0,0,4,0,1,3,0,1,12,7,28,20,0.074920,0.033859,0,3.097092,0.013309,1,0,362,23,6,0,3,65
137,102,0,14,1,0,0,0,2,0,0,8,10,0,0,3,1,0,5,2,3,18,4,18,14,0.001131,0.000633,0,2.619180,-0.019101,2,3,459,31,2,2,6,65
103,137,0,0,0,0,0,0,1,0,0,7,5,0,0,0,0,0,2,3,1,3,8,16,12,0.081356,0.000420,0,1.989187,-0.116110,0,1,245,13,4,1,1,66
137,103,0,0,0,0,2,0,4,0,0,15,9,1,0,13,3,1,7,2,0,14,2,15,10,0.478016,0.561207,1,2.323966,-0.206758,1,6,559,25,0,2,10,65
104,137,0,0,0,0,0,0,0,0,0,10,1,0,0,2,0,0,4,0,1,6,6,17,13,0.002057,0.003624,0,3.887985,0.077657,0,0,222,11,0,2,7,61
137,104,0,6,0,0,0,0,3,0,0,11,12,2,1,21,0,2,10,1,0,21,0,19,17,0.001158,0.000000,0,3.147253,-0.101440,4,3,646,52,0,6,7,60
105,137,0,10,0,0,0,7,1,0,0,2,6,0,0,3,0,0,6,0,0,1,1,16,11,0.003000,0.001754,1,2.444155,0.099784,2,0,295,2,2,2,2,51
137,105,0,12,1,0,0,4,1,0,0,4,6,0,1,11,0,0,2,1,0,10,3,29,18,0.048359,0.079085,0,2.919945,0.105756,2,5,388,15,0,1,9,51
106,137,0,4,0,0,0,0,3,0,0,5,2,0,0,3,0,0,3,0,0,2,2,8,5,0.003528,0.002971,0,2.689571,-0.193202,0,0,174,9,2,0,7,66
137,106,0,11,0,0,0,0,7,0,0,7,5,0,0,14,2,2,18,2,0,17,0,11,10,0.000843,0.000816,0,3.563940,-0.062342,1,6,579,29,0,4,6,65
107,137,0,17,0,0,0,0,2,0,0,4,8,0,0,4,0,0,4,2,1,10,5,35,25,0.004398,0.005461,0,2.371904,-0.430985,2,0,432,17,2,0,5,61
137,107,0,13,0,0,0,0,4,0,0,9,5,0,0,4,1,0,6,0,0,11,1,26,23,0.000602,0.000139,0,2.241050,-0.390232,0,2,542,17,5,3,5,61
108,137,0,4,0,0,1,0,0,0,0,2,3,0,0,13,0,1,5,1,0,18,4,20,13,0.096306,0.297653,2,2.008381,-0.236023,3,0,334,16,3,0,8,63
137,108,0,14,0,0,0,0,0,0,0,1,4,0,0,16,2,1,4,1,0,14,1,26,22,0.000261,0.000400,0,2.292724,-0.185125,9,5,539,23,4,4,5,64
109,137,0,3,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,2,0,16,9,0.010642,0.019581,2,1.756704,0.156785,3,0,102,5,5,0,4,39
137,109,0,14,0,0,0,0,6,0,0,4,7,0,0,9,0,0,5,0,0,16,0,9,5,0.001494,0.002019,1,2.791747,-0.113118,2,6,545,43,3,0,6,39
110,137,0,5,2,0,0,0,2,0,1,9,0,0,0,5,1,4,1,3,0,12,3,16,13,0.000630,0.000000,1,1.954515,-0.189620,2,7,331,13,5,3,10,84
137,110,0,9,0,0,0,0,2,0,0,6,9,1,0,6,0,0,2,0,0,21,2,18,15,0.000466,0.000063,5,2.141449,-0.439589,9,4,562,32,3,1,12,84
111,137,0,3,0,0,0,0,2,0,0,6,6,0,0,19,0,2,4,1,0,8,7,31,24,0.004981,0.001343,1,2.479646,-0.028624,4,3,403,16,5,0,10,67
137,111,0,14,0,0,0,0,2,0,0,11,1,0,0,25,1,4,6,3,2,21,0,37,31,0.005238,0.000013,3,2.375337,-0.031625,5,7,629,35,0,1,5,68
112,137,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,1,3,23,17,0.114240,0.326088,2,1.682030,-0.187128,3,1,187,13,1,0,5,63
137,112,0,10,0,0,0,4,3,0,0,7,4,0,0,16,0,1,7,0,0,25,0,20,15,0.090884,0.228486,2,2.340173,-0.144887,4,11,599,32,3,4,18,63
113,137,0,8,0,0,0,0,1,0,0,4,5,0,0,7,0,2,1,0,0,6,3,10,6,0.000686,0.001004,0,2.706145,0.323751,0,0,207,5,0,0,2,45
137,113,0,12,0,0,0,0,6,0,0,5,5,1,0,4,3,2,8,0,0,12,1,12,10,0.000019,0.000000,0,2.725242,0.126629,6,5,455,19,1,1,5,46
114,137,0,3,0,0,0,0,3,0,0,6,5,0,0,7,0,1,1,2,2,4,2,21,17,0.001013,0.000722,6,1.904072,0.010762,8,3,311,16,1,2,5,71
137,114,0,11,1,0,0,0,0,0,0,4,7,0,0,10,2,0,8,1,1,13,1,14,13,0.001915,0.002851,6,2.517757,-0.139907,8,7,559,26,5,1,18,72
115,137,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,2,1,0,0,2,12,12,0.000239,0.000000,1,1.884397,0.231088,0,2,109,7,0,0,3,44
137,115,0,12,0,0,0,0,4,0,0,12,5,1,0,17,1,1,3,0,1,12,2,21,17,0.000282,0.000028,0,3.197049,-0.044839,6,8,563,22,2,0,5,44
116,137,0,5,0,0,0,0,3,0,0,8,3,0,0,8,0,2,1,0,0,2,4,9,5,0.012624,0.022527,0,3.395668,0.133278,0,0,268,9,4,1,4,53
137,116,0,6,1,0,0,0,1,0,0,4,1,0,0,11,0,3,6,0,0,14,0,33,27,0.031460,0.038501,0,2.980130,0.076906,5,2,482,9,0,3,11,54
117,137,0,3,3,0,0,0,1,0,0,1,2,0,0,1,0,0,7,0,0,4,3,19,13,0.035158,0.041356,0,3.403159,-0.109169,0,0,260,15,0,0,2,71
137,117,1,6,2,1,0,0,10,0,0,6,7,0,0,7,0,2,10,1,0,14,2,29,24,0.000676,0.000505,0,2.809313,-0.084673,2,3,573,26,1,0,13,72
118,137,0,0,0,0,0,0,2,0,0,5,2,0,0,3,0,0,2,0,0,1,1,15,13,0.000291,0.000074,0,2.735566,-0.116209,0,0,178,12,0,0,2,47
137,118,0,5,0,0,1,1,1,0,0,7,8,0,0,20,0,1,6,1,1,15,0,17,13,0.005737,0.000034,0,2.647990,0.073321,1,7,538,18,0,4,7,47
119,137,0,4,0,0,0,0,0,0,0,2,6,0,0,0,0,0,7,0,0,3,6,15,10,0.000769,0.000594,1,2.543625,0.085027,2,0,199,11,0,0,3,59
137,119,0,7,0,0,1,0,4,2,1,6,5,0,0,5,3,0,8,4,0,7,2,11,9,0.000123,0.000025,1,2.362663,0.097518,3,3,459,19,1,1,6,58
101,138,0,2,0,0,1,0,0,0,0,2,3,0,0,9,2,1,3,0,0,6,4,51,43,0.049413,0.013717,2,2.095400,0.072880,3,0,255,16,6,0,5,49
138,101,0,8,0,0,2,0,3,0,0,9,5,0,0,18,2,2,12,1,0,13,0,31,25,0.003069,0.004047,0,2.167547,-0.141567,2,5,479,27,2,0,13,49
102,138,0,5,0,0,0,0,0,0,0,4,5,0,0,3,0,1,6,0,0,24,2,41,27,0.073584,0.103406,1,2.428834,-0.100960,1,0,498,33,13,0,8,44
138,102,0,1,0,0,0,0,0,0,0,6,8,0,0,12,0,0,4,0,0,13,4,28,21,0.002728,0.000900,0,2.135228,-0.030071,0,3,362,22,2,0,7,43
103,138,0,1,0,0,0,0,0,0,0,2,4,0,0,2,1,1,10,3,3,6,1,28,22,0.008183,0.005394,0,2.153735,-0.184780,3,5,381,11,9,0,8,55
138,103,0,6,0,0,0,1,5,0,0,13,10,1,0,19,0,4,5,0,0,8,2,51,34,0.001996,0.000687,0,2.697535,-0.020784,1,2,586,51,0,1,7,55
104,138,1,2,0,0,0,0,3,1,0,7,3,0,0,3,1,0,6,2,0,15,0,32,22,0.039526,0.100301,0,2.329273,-0.195617,0,0,287,18,2,2,8,47
138,104,1,3,0,0,0,0,3,0,0,8,6,0,1,18,0,2,4,0,0,9,3,36,32,0.028806,0.028826,0,2.700745,-0.114981,0,5,484,31,0,1,10,47
105,138,0,4,0,0,0,1,3,0,0,9,2,0,0,2,0,0,4,0,0,4,0,23,20,0.003338,0.003901,0,2.804919,-0.013455,0,0,311,23,3,0,7,34
138,105,0,1,1,0,0,0,1,0,0,5,2,0,0,15,0,1,4,0,0,2,1,20,15,0.015906,0.031306,0,2.340674,-0.147940,0,2,243,16,2,1,3,33
106,138,0,0,0,0,2,0,1,0,0,8,8,0,0,5,0,0,7,1,1,11,3,22,18,10.055080,13.333612,1,1.824160,-0.175997,2,4,327,11,5,0,9,68
138,106,0,7,0,0,2,0,7,0,1,22,5,0,0,25,1,0,20,1,0,10,0,17,13,0.011656,7.089078,1,2.681043,-0.274362,1,6,567,36,0,0,2,69
107,138,0,19,0,0,0,0,0,0,0,5,4,2,0,6,3,0,3,0,0,13,3,50,37,0.012062,0.015114,0,2.339382,0.022363,0,4,428,24,0,0,4,53
138,107,0,9,0,0,0,0,3,0,2,13,10,1,0,27,0,2,16,0,0,22,4,56,43,0.002948,0.004393,0,2.791685,-0.067401,0,1,531,21,1,0,7,54
108,138,0,3,0,0,0,0,1,0,0,6,3,1,0,18,0,1,6,1,0,28,10,17,14,0.002213,0.003416,0,2.025316,-0.421696,0,1,452,11,5,0,5,56
138,108,0,6,0,0,4,5,3,0,0,16,4,1,0,35,1,1,3,0,0,13,5,52,46,0.013869,0.022198,0,2.599285,-0.338831,0,5,558,43,0,0,4,56
109,138,1,5,0,0,0,0,2,0,0,2,3,1,0,4,0,1,6,0,0,9,3,46,32,0.025081,0.024798,0,2.558878,0.069259,0,1,341,19,6,0,18,49
138,109,0,5,0,0,0,0,0,0,0,10,7,0,0,17,3,4,7,0,0,5,2,50,36,0.019597,0.008088,1,2.447691,-0.208531,0,6,445,29,0,0,12,50
110,138,0,3,0,0,0,2,1,0,1,13,10,0,0,5,0,3,7,1,1,13,2,38,29,0.004220,0.004006,2,2.657699,-0.266373,3,8,427,26,7,4,7,63
138,110,0,6,0,0,0,4,0,0,0,10,5,0,0,22,2,2,5,0,0,9,3,44,38,0.001781,0.000294,1,3.171032,-0.027309,2,1,487,30,0,1,11,63
111,138,0,12,1,0,0,0,2,0,0,10,4,0,0,29,3,0,9,1,1,21,6,40,36,0.001046,0.000868,0,2.452416,-0.104149,2,7,536,21,16,4,17,58
138,111,0,8,0,0,0,0,5,0,0,17,9,2,0,23,0,2,9,0,0,11,7,70,55,0.003522,0.003031,0,2.632936,0.084585,0,0,488,34,2,0,6,58
112,138,0,3,0,0,0,0,1,0,0,4,1,1,0,0,0,2,3,0,0,0,1,7,7,0.000068,0.000268,0,2.287353,-0.182710,1,0,118,8,0,0,5,43
138,112,0,4,0,0,0,1,2,0,0,3,4,0,0,7,0,0,3,0,0,2,0,12,10,0.238291,0.238286,0,2.465158,-0.047181,0,2,219,11,0,1,11,43
113,138,0,9,0,0,0,0,3,0,0,11,9,0,0,23,1,5,6,0,0,29,1,30,26,0.000361,0.154249,0,2.392165,-0.123726,1,0,559,28,3,3,6,44
138,113,0,7,1,0,0,2,3,0,0,4,3,0,0,17,1,6,9,1,0,6,5,37,34,0.000134,0.000000,0,2.539426,-0.064885,0,2,392,30,1,1,8,43
114,138,0,6,0,0,0,0,0,0,0,4,5,0,0,1,0,5,1,1,1,2,1,15,12,0.000344,0.000445,0,2.043113,-0.030260,14,4,255,7,0,0,10,60
138,114,0,8,0,0,0,2,0,0,0,8,13,0,0,35,2,5,5,0,0,17,2,25,18,0.000480,0.000240,1,2.798907,-0.120739,1,0,662,43,2,3,10,61
115,138,0,7,1,0,0,0,3,0,0,12,11,5,0,9,4,6,23,0,1,19,2,58,47,0.004689,0.009423,1,2.349856,-0.029227,0,5,523,31,2,0,12,50
138,115,0,8,0,0,0,0,2,0,0,9,5,1,0,16,1,4,6,2,0,7,2,57,46,0.004149,0.003901,1,2.513792,0.019493,1,3,393,33,0,0,8,50
116,138,0,2,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,1,0,0,0,6,4,0.003081,0.023088,0,2.212270,0.211719,0,0,135,12,0,0,5,37
138,116,0,5,0,0,0,0,2,0,0,7,2,0,0,14,0,0,12,0,0,5,0,8,7,0.000810,0.001330,0,2.820122,0.516808,0,1,267,9,1,0,5,37
117,138,0,1,1,0,0,0,0,0,0,4,3,0,1,2,1,1,6,3,0,10,2,36,27,0.005193,0.006822,0,2.343614,-0.283489,2,3,390,17,0,1,13,50
138,117,0,4,0,0,0,1,3,0,0,9,6,0,0,26,1,3,7,0,0,11,3,39,33,0.002023,0.001023,1,2.247281,-0.098634,1,0,422,22,4,1,5,50
118,138,0,3,0,0,0,0,1,0,0,6,3,0,0,5,0,0,2,1,0,1,1,10,6,0.002976,0.003654,1,2.673115,-0.028431,1,0,238,8,5,0,8,38
138,118,0,15,0,0,0,0,0,0,0,2,4,0,0,9,2,1,9,1,0,1,1,17,14,0.001291,0.000246,0,3.135550,0.097187,0,4,239,4,0,0,4,37
119,138,0,7,0,0,1,0,2,0,0,7,7,0,1,3,1,4,10,2,0,25,6,39,32,0.003759,0.000958,0,2.762032,-0.226682,0,1,532,38,6,0,17,53
138,119,0,4,0,0,0,2,3,0,1,15,9,1,0,26,2,1,6,1,0,11,5,61,48,0.000972,0.000475,0,2.528302,-0.074747,0,3,484,32,1,0,14,53
101,139,0,4,0,0,0,2,0,0,0,7,2,0,2,3,1,1,2,0,0,8,1,19,14,0.011124,0.011222,0,2.668355,-0.577921,0,1,385,22,7,7,8,54
139,101,0,6,1,0,0,1,1,0,0,2,1,1,0,2,0,0,2,4,0,5,0,18,8,0.012453,0.016398,1,1.915933,-0.205396,2,5,382,13,0,2,17,55
102,139,0,15,0,0,0,0,2,1,0,3,9,0,0,2,1,1,3,0,0,31,1,22,15,0.007064,0.022504,2,2.585683,-0.304176,2,2,611,34,22,4,2,44
139,102,0,5,1,0,0,0,2,0,0,1,3,0,0,1,0,0,1,0,1,1,2,22,15,0.041235,0.000013,2,1.709545,-0.130363,4,8,188,13,0,0,6,45
103,139,0,3,0,0,0,0,1,0,0,2,13,0,0,1,1,1,10,0,3,8,4,52,40,0.007837,0.006803,2,2.614604,-0.015556,2,6,558,19,8,0,9,80
139,103,0,4,0,0,0,1,1,0,0,3,6,0,0,5,0,2,1,2,0,3,1,28,21,0.036005,0.000102,3,1.983589,0.014917,4,7,379,19,0,3,8,80
104,139,0,2,0,0,0,0,9,1,0,14,1,0,0,9,0,0,9,0,0,17,1,56,43,0.008924,0.004311,0,2.573411,-0.017478,0,0,347,25,1,1,8,51
139,104,0,6,2,0,0,0,4,1,0,8,11,0,0,15,0,0,1,1,0,9,3,38,33,0.054336,0.057231,0,2.363595,0.072717,4,5,488,39,2,2,10,51
105,139,0,3,0,0,0,0,5,0,0,10,3,0,0,9,2,0,17,1,0,10,0,44,40,0.005685,0.000000,2,2.651490,0.116494,3,0,512,31,3,0,3,39
139,105,0,0,0,0,2,0,4,0,0,6,3,0,0,14,0,0,6,0,1,9,3,25,23,0.384958,0.000143,0,1.783208,-0.401830,7,7,308,26,0,1,1,40
106,139,0,1,0,0,0,0,0,0,0,13,14,0,0,1,1,0,4,0,0,10,1,36,27,0.002840,0.001421,2,2.100415,-0.153653,2,1,437,29,6,0,11,62
139,106,0,5,0,0,0,0,1,0,0,6,3,0,1,8,0,1,9,1,0,9,3,41,31,0.122831,0.000160,1,2.213786,-0.360057,4,5,450,20,1,1,13,63
107,139,0,15,1,0,0,0,2,0,0,5,3,0,0,3,0,0,6,0,0,7,1,37,26,0.004616,0.008964,2,2.271854,-0.217726,1,2,431,31,2,0,9,40
139,107,0,8,0,0,0,0,1,0,0,3,6,0,0,6,0,1,3,0,0,8,0,38,28,0.000996,0.000730,0,2.252740,-0.187928,2,5,344,15,2,3,8,40
108,139,0,6,0,0,0,0,1,0,0,6,4,0,0,6,0,0,20,0,1,21,3,47,32,0.005430,0.002314,5,2.326466,-0.102102,3,2,383,11,4,1,11,48
139,108,0,7,0,0,0,2,1,0,0,5,3,0,0,7,1,0,3,0,0,15,2,31,16,0.002828,0.003843,1,2.121422,-0.210079,3,10,448,36,1,4,4,48
109,139,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,4,0,0,14,0,28,19,0.029988,0.010581,0,2.716161,-0.146300,0,0,380,23,8,0,10,42
139,109,0,3,0,0,0,0,0,0,0,3,2,1,1,4,0,0,0,0,0,5,2,29,23,0.009507,0.033698,0,1.974216,-0.042985,2,4,244,11,2,2,12,43
110,139,0,3,0,0,0,0,1,0,0,3,2,0,0,3,1,0,3,3,0,6,2,38,26,0.167205,0.007580,1,1.666607,-0.111513,3,4,255,9,2,4,8,59
139,110,0,6,0,0,0,1,3,0,0,3,5,0,0,3,0,0,0,0,0,9,0,26,24,0.000205,0.000037,2,2.045384,0.125341,4,10,377,22,1,3,6,59
111,139,0,8,0,0,0,1,6,0,1,10,9,1,0,42,2,9,14,2,0,19,0,28,23,0.005036,0.000065,1,3.378308,-0.002264,1,3,708,43,15,4,9,78
139,111,0,2,0,0,0,2,1,0,0,5,5,0,0,8,0,1,2,2,0,7,0,30,22,0.005607,0.002082,4,2.281707,-0.304944,9,11,333,19,0,1,8,79
112,139,0,3,0,0,0,0,3,0,0,0,4,1,0,0,0,2,3,0,0,7,0,23,17,0.023977,0.000205,0,1.740985,-0.161590,0,0,272,23,1,0,4,42
139,112,0,3,0,0,0,0,1,0,0,2,4,0,0,5,0,0,1,0,0,4,1,24,19,0.000378,0.000681,0,1.944003,-0.281666,7,7,292,12,0,1,10,41
113,139,0,3,0,0,1,0,4,0,0,7,7,0,0,9,0,3,10,5,0,9,3,24,22,0.000299,0.000226,0,2.427527,-0.340052,0,0,500,25,1,1,12,55
139,113,0,6,0,0,0,0,1,0,0,6,3,0,0,7,0,2,1,2,0,9,0,27,22,0.001012,0.001600,0,1.945330,-0.282251,6,7,362,26,0,3,12,56
114,139,0,3,1,0,0,0,3,0,0,9,5,0,0,3,1,6,2,0,0,9,2,21,15,0.001639,0.000105,4,2.117646,-0.242007,2,8,453,11,5,2,5,49
139,114,0,5,0,0,0,0,1,0,0,5,6,0,0,5,0,0,2,1,0,6,3,21,15,0.002084,0.001552,5,2.089883,-0.197255,6,6,323,21,0,1,6,50
115,139,0,0,0,0,0,0,3,0,4,7,5,0,0,3,2,2,3,1,1,11,3,22,19,0.000412,0.000255,0,2.245532,0.002968,1,7,411,28,2,1,13,56
139,115,0,3,0,0,0,0,0,0,0,15,4,0,0,9,0,0,1,1,0,4,0,40,32,0.002570,0.002028,6,2.113918,-0.044011,9,4,367,26,1,0,8,56
